Row,Date,Home_Team,Away_Team,Attendance,Match_Report_Link
190,2024-06-15,Memphis,New Mexico Utd,"3,196",https://fbref.com/en/matches/df774317/Memphis-901-New-Mexico-United-June-15-2024-USL-Championship
191,2024-06-15,El Paso,Phx Rising,"5,802",https://fbref.com/en/matches/2a6c9dfa/El-Paso-Locomotive-Phoenix-Rising-June-15-2024-USL-Championship
192,2024-06-15,Sac Republic,Roots,"10,843",https://fbref.com/en/matches/5043274a/Sacramento-Republic-Oakland-Roots-June-15-2024-USL-Championship
193,,,,,
194,2024-06-18,LV Lights FC,CS Switchbacks,"1,339",https://fbref.com/en/matches/6689fed3/Las-Vegas-Lights-FC-Colorado-Springs-Switchbacks-June-18-2024-USL-Championship
195,2024-06-19,Pittsburgh,Louisville City,"5,084",https://fbref.com/en/matches/bbe3d4da/Pittsburgh-Riverhounds-Louisville-City-June-19-2024-USL-Championship
196,2024-06-19,B'ham Legion,San Antonio,"1,996",https://fbref.com/en/matches/92c3a6b5/Birmingham-Legion-San-Antonio-FC-June-19-2024-USL-Championship
197,2024-06-19,Roots,El Paso,"3,247",https://fbref.com/en/matches/ab6cadf6/Oakland-Roots-El-Paso-Locomotive-June-19-2024-USL-Championship
198,2024-06-19,FC Tulsa,Miami FC,"3,009",https://fbref.com/en/matches/91eb7db9/FC-Tulsa-Miami-FC-June-19-2024-USL-Championship
199,2024-06-21,Hartford,TB Rowdies,"5,500",https://fbref.com/en/matches/8070ef29/Hartford-Athletic-Tampa-Bay-Rowdies-June-21-2024-USL-Championship
200,2024-06-22,Monterey Bay,Roots,"4,330",https://fbref.com/en/matches/94ded15b/Monterey-Bay-Oakland-Roots-June-22-2024-USL-Championship
201,2024-06-22,Indy Eleven,Orange County,"9,490",https://fbref.com/en/matches/b448f054/Indy-Eleven-Orange-County-SC-June-22-2024-USL-Championship
202,2024-06-22,Miami FC,Loudoun Utd,846,https://fbref.com/en/matches/f28c76fe/Miami-FC-Loudoun-United-June-22-2024-USL-Championship
203,2024-06-22,North Carolina,Pittsburgh,"1,996",https://fbref.com/en/matches/742de973/North-Carolina-FC-Pittsburgh-Riverhounds-June-22-2024-USL-Championship
204,2024-06-22,New Mexico Utd,CS Switchbacks,"10,176",https://fbref.com/en/matches/4938c32b/New-Mexico-United-Colorado-Springs-Switchbacks-June-22-2024-USL-Championship
205,2024-06-22,FC Tulsa,Sac Republic,"3,433",https://fbref.com/en/matches/332d560a/FC-Tulsa-Sacramento-Republic-June-22-2024-USL-Championship
206,2024-06-22,LV Lights FC,Memphis,"1,657",https://fbref.com/en/matches/bd9b3ff0/Las-Vegas-Lights-FC-Memphis-901-June-22-2024-USL-Championship
207,2024-06-22,Phx Rising,Charleston,"7,244",https://fbref.com/en/matches/c717f393/Phoenix-Rising-Charleston-Battery-June-22-2024-USL-Championship
208,2024-06-22,Louisville City,Rhode Island FC,"9,197",https://fbref.com/en/matches/913cb6fb/Louisville-City-Rhode-Island-FC-June-22-2024-USL-Championship
209,Date,Home,Away,Attendance,
210,,,,,
211,2024-06-26,Detroit City,B'ham Legion,"6,244",https://fbref.com/en/matches/41b0abde/Detroit-City-Birmingham-Legion-June-26-2024-USL-Championship
212,2024-06-26,Rhode Island FC,El Paso,"3,481",https://fbref.com/en/matches/3e14c6ab/Rhode-Island-FC-El-Paso-Locomotive-June-26-2024-USL-Championship
213,2024-06-28,Charleston,North Carolina,"3,876",https://fbref.com/en/matches/e9ef6d36/Charleston-Battery-North-Carolina-FC-June-28-2024-USL-Championship
214,2024-06-29,B'ham Legion,Louisville City,"5,011",https://fbref.com/en/matches/0f06a7c3/Birmingham-Legion-Louisville-City-June-29-2024-USL-Championship
215,2024-06-29,Miami FC,Detroit City,"1,077",https://fbref.com/en/matches/6a75f419/Miami-FC-Detroit-City-June-29-2024-USL-Championship
216,2024-06-28,Memphis,Phx Rising,"2,775",https://fbref.com/en/matches/587249dd/Memphis-901-Phoenix-Rising-June-28-2024-USL-Championship
217,2024-06-29,Loudoun Utd,TB Rowdies,"3,076",https://fbref.com/en/matches/c72aa6ec/Loudoun-United-Tampa-Bay-Rowdies-June-29-2024-USL-Championship
218,2024-06-29,Orange County,Roots,"5,000",https://fbref.com/en/matches/ab99d5a2/Orange-County-SC-Oakland-Roots-June-29-2024-USL-Championship
219,2024-06-29,CS Switchbacks,Monterey Bay,"8,023",https://fbref.com/en/matches/bf8b0df3/Colorado-Springs-Switchbacks-Monterey-Bay-June-29-2024-USL-Championship
220,2024-06-29,LV Lights FC,Pittsburgh,"1,893",https://fbref.com/en/matches/16839537/Las-Vegas-Lights-FC-Pittsburgh-Riverhounds-June-29-2024-USL-Championship
221,2024-06-29,Sac Republic,Hartford,"9,249",https://fbref.com/en/matches/30d0d682/Sacramento-Republic-Hartford-Athletic-June-29-2024-USL-Championship
222,2024-06-29,San Antonio,New Mexico Utd,"6,625",https://fbref.com/en/matches/6e2bcd82/San-Antonio-FC-New-Mexico-United-June-29-2024-USL-Championship
223,,,,,
224,2024-07-03,Loudoun Utd,Hartford,"3,789",https://fbref.com/en/matches/a1639908/Loudoun-United-Hartford-Athletic-July-3-2024-USL-Championship
225,2024-07-03,New Mexico Utd,Orange County,"12,147",https://fbref.com/en/matches/0f1255d9/New-Mexico-United-Orange-County-SC-July-3-2024-USL-Championship
226,2024-07-03,Sac Republic,LV Lights FC,"8,988",https://fbref.com/en/matches/f1352f8e/Sacramento-Republic-Las-Vegas-Lights-FC-July-3-2024-USL-Championship
227,2024-07-04,CS Switchbacks,FC Tulsa,"8,023",https://fbref.com/en/matches/5daadf4c/Colorado-Springs-Switchbacks-FC-Tulsa-July-4-2024-USL-Championship
228,2024-07-05,Charleston,B'ham Legion,"3,396",https://fbref.com/en/matches/731dba70/Charleston-Battery-Birmingham-Legion-July-5-2024-USL-Championship
229,2024-07-05,Rhode Island FC,Indy Eleven,"4,728",https://fbref.com/en/matches/e36245f3/Rhode-Island-FC-Indy-Eleven-July-5-2024-USL-Championship
230,Date,Home,Away,Attendance,
231,2024-07-06,Detroit City,TB Rowdies,"6,403",https://fbref.com/en/matches/6408315b/Detroit-City-Tampa-Bay-Rowdies-July-6-2024-USL-Championship
232,2024-07-06,Pittsburgh,Monterey Bay,"5,018",https://fbref.com/en/matches/6b39c39d/Pittsburgh-Riverhounds-Monterey-Bay-July-6-2024-USL-Championship
233,2024-07-06,North Carolina,Miami FC,"2,161",https://fbref.com/en/matches/704a9100/North-Carolina-FC-Miami-FC-July-6-2024-USL-Championship
234,2024-07-06,Roots,Louisville City,"2,631",https://fbref.com/en/matches/4ad25a9d/Oakland-Roots-Louisville-City-July-6-2024-USL-Championship
235,2024-07-06,Orange County,Memphis,"3,725",https://fbref.com/en/matches/af58feda/Orange-County-SC-Memphis-901-July-6-2024-USL-Championship
236,2024-07-06,San Antonio,Phx Rising,"6,011",https://fbref.com/en/matches/50a283b9/San-Antonio-FC-Phoenix-Rising-July-6-2024-USL-Championship
237,,,,,
238,2024-07-12,Hartford,Charleston,"4,809",https://fbref.com/en/matches/cac0f399/Hartford-Athletic-Charleston-Battery-July-12-2024-USL-Championship
239,2024-07-13,Detroit City,Memphis,"6,122",https://fbref.com/en/matches/c1eb6f4d/Detroit-City-Memphis-901-July-13-2024-USL-Championship
240,2024-07-13,B'ham Legion,CS Switchbacks,"1,704",https://fbref.com/en/matches/d06d6360/Birmingham-Legion-Colorado-Springs-Switchbacks-July-13-2024-USL-Championship
241,2024-07-13,Miami FC,Rhode Island FC,"1,238",https://fbref.com/en/matches/5e808a2c/Miami-FC-Rhode-Island-FC-July-13-2024-USL-Championship
242,2024-07-13,Indy Eleven,Loudoun Utd,"9,672",https://fbref.com/en/matches/ba8c2864/Indy-Eleven-Loudoun-United-July-13-2024-USL-Championship
243,2024-07-13,Pittsburgh,Roots,"4,936",https://fbref.com/en/matches/c7beb7fc/Pittsburgh-Riverhounds-Oakland-Roots-July-13-2024-USL-Championship
244,2024-07-13,TB Rowdies,Orange County,"5,971",https://fbref.com/en/matches/8ddc3b28/Tampa-Bay-Rowdies-Orange-County-SC-July-13-2024-USL-Championship
245,2024-07-12,El Paso,LV Lights FC,"6,727",https://fbref.com/en/matches/6c9e0bda/El-Paso-Locomotive-Las-Vegas-Lights-FC-July-12-2024-USL-Championship
246,2024-07-13,Monterey Bay,FC Tulsa,"4,011",https://fbref.com/en/matches/c4466f31/Monterey-Bay-FC-Tulsa-July-13-2024-USL-Championship
247,2024-07-13,Sac Republic,North Carolina,"9,388",https://fbref.com/en/matches/55ba0767/Sacramento-Republic-North-Carolina-FC-July-13-2024-USL-Championship
248,,,,,
249,2024-07-17,B'ham Legion,Rhode Island FC,"4,136",https://fbref.com/en/matches/693480a1/Birmingham-Legion-Rhode-Island-FC-July-17-2024-USL-Championship
250,2024-07-19,Charleston,Miami FC,"2,883",https://fbref.com/en/matches/0d9fa6d1/Charleston-Battery-Miami-FC-July-19-2024-USL-Championship
251,Date,Home,Away,Attendance,
252,2024-07-19,North Carolina,Detroit City,"2,054",https://fbref.com/en/matches/6124cb6a/North-Carolina-FC-Detroit-City-July-19-2024-USL-Championship
253,2024-07-20,Indy Eleven,TB Rowdies,"10,636",https://fbref.com/en/matches/7578bed0/Indy-Eleven-Tampa-Bay-Rowdies-July-20-2024-USL-Championship
254,2024-07-19,Louisville City,CS Switchbacks,"10,418",https://fbref.com/en/matches/3d5783a0/Louisville-City-Colorado-Springs-Switchbacks-July-19-2024-USL-Championship
255,2024-07-19,Phx Rising,El Paso,"6,544",https://fbref.com/en/matches/bcda4ebe/Phoenix-Rising-El-Paso-Locomotive-July-19-2024-USL-Championship
256,2024-07-21,Roots,Sac Republic,"5,446",https://fbref.com/en/matches/f8fc7766/Oakland-Roots-Sacramento-Republic-July-21-2024-USL-Championship
257,2024-07-20,Orange County,San Antonio,"4,258",https://fbref.com/en/matches/45596dc4/Orange-County-SC-San-Antonio-FC-July-20-2024-USL-Championship
258,2024-07-20,New Mexico Utd,B'ham Legion,"9,096",https://fbref.com/en/matches/ead22496/New-Mexico-United-Birmingham-Legion-July-20-2024-USL-Championship
259,2024-07-20,FC Tulsa,Memphis,"3,950",https://fbref.com/en/matches/c1507721/FC-Tulsa-Memphis-901-July-20-2024-USL-Championship
260,2024-07-20,Pittsburgh,Hartford,"5,602",https://fbref.com/en/matches/95fba74f/Pittsburgh-Riverhounds-Hartford-Athletic-July-20-2024-USL-Championship
261,,,,,
262,2024-07-24,Loudoun Utd,Charleston,"2,512",https://fbref.com/en/matches/ecd794f1/Loudoun-United-Charleston-Battery-July-24-2024-USL-Championship
263,2024-07-26,Hartford,Phx Rising,"5,103",https://fbref.com/en/matches/605613fe/Hartford-Athletic-Phoenix-Rising-July-26-2024-USL-Championship
264,2024-07-27,B'ham Legion,Orange County,"4,023",https://fbref.com/en/matches/06d8f370/Birmingham-Legion-Orange-County-SC-July-27-2024-USL-Championship
265,2024-07-26,CS Switchbacks,LV Lights FC,"8,023",https://fbref.com/en/matches/559c598e/Colorado-Springs-Switchbacks-Las-Vegas-Lights-FC-July-26-2024-USL-Championship
266,2024-07-27,Miami FC,Roots,"1,041",https://fbref.com/en/matches/7dbcde8a/Miami-FC-Oakland-Roots-July-27-2024-USL-Championship
267,2024-07-27,Pittsburgh,Loudoun Utd,"5,613",https://fbref.com/en/matches/c28482fd/Pittsburgh-Riverhounds-Loudoun-United-July-27-2024-USL-Championship
268,2024-07-27,Detroit City,Sac Republic,"6,039",https://fbref.com/en/matches/d2145fce/Detroit-City-Sacramento-Republic-July-27-2024-USL-Championship
269,2024-07-27,TB Rowdies,Charleston,"5,705",https://fbref.com/en/matches/3eb4bd32/Tampa-Bay-Rowdies-Charleston-Battery-July-27-2024-USL-Championship
270,2024-07-26,FC Tulsa,Indy Eleven,"3,490",https://fbref.com/en/matches/61bf774d/FC-Tulsa-Indy-Eleven-July-26-2024-USL-Championship
271,2024-07-27,Rhode Island FC,North Carolina,"4,045",https://fbref.com/en/matches/e53a4fc3/Rhode-Island-FC-North-Carolina-FC-July-27-2024-USL-Championship
272,Date,Home,Away,Attendance,
273,2024-07-27,Memphis,San Antonio,"3,594",https://fbref.com/en/matches/eb8bb41a/Memphis-901-San-Antonio-FC-July-27-2024-USL-Championship
274,2024-07-27,Louisville City,Monterey Bay,"9,701",https://fbref.com/en/matches/1261c1cb/Louisville-City-Monterey-Bay-July-27-2024-USL-Championship
275,2024-07-27,El Paso,New Mexico Utd,"5,577",https://fbref.com/en/matches/f83e1306/El-Paso-Locomotive-New-Mexico-United-July-27-2024-USL-Championship
276,,,,,
277,2024-07-31,Hartford,Detroit City,"4,675",https://fbref.com/en/matches/e229a78c/Hartford-Athletic-Detroit-City-July-31-2024-USL-Championship
278,2024-07-31,New Mexico Utd,LV Lights FC,"7,558",https://fbref.com/en/matches/74421f6d/New-Mexico-United-Las-Vegas-Lights-FC-July-31-2024-USL-Championship
279,2024-08-02,Charleston,Indy Eleven,"2,845",https://fbref.com/en/matches/e5931248/Charleston-Battery-Indy-Eleven-August-2-2024-USL-Championship
280,2024-08-03,Detroit City,Rhode Island FC,"6,862",https://fbref.com/en/matches/db43438e/Detroit-City-Rhode-Island-FC-August-3-2024-USL-Championship
281,2024-08-03,B'ham Legion,Hartford,"4,017",https://fbref.com/en/matches/d0559d65/Birmingham-Legion-Hartford-Athletic-August-3-2024-USL-Championship
282,2024-08-03,Loudoun Utd,Miami FC,"1,876",https://fbref.com/en/matches/7c76dbd4/Loudoun-United-Miami-FC-August-3-2024-USL-Championship
283,2024-08-03,Sac Republic,Pittsburgh,"9,459",https://fbref.com/en/matches/0711e888/Sacramento-Republic-Pittsburgh-Riverhounds-August-3-2024-USL-Championship
284,2024-08-03,Orange County,North Carolina,"3,353",https://fbref.com/en/matches/0c08bae8/Orange-County-SC-North-Carolina-FC-August-3-2024-USL-Championship
285,2024-08-03,CS Switchbacks,Phx Rising,"8,023",https://fbref.com/en/matches/595b7041/Colorado-Springs-Switchbacks-Phoenix-Rising-August-3-2024-USL-Championship
286,2024-08-03,Monterey Bay,TB Rowdies,"4,024",https://fbref.com/en/matches/8bd459b5/Monterey-Bay-Tampa-Bay-Rowdies-August-3-2024-USL-Championship
287,2024-08-03,New Mexico Utd,Louisville City,"9,376",https://fbref.com/en/matches/d9eea79b/New-Mexico-United-Louisville-City-August-3-2024-USL-Championship
288,2024-08-03,Memphis,El Paso,"2,714",https://fbref.com/en/matches/6b6b2937/Memphis-901-El-Paso-Locomotive-August-3-2024-USL-Championship
289,2024-08-03,San Antonio,FC Tulsa,"6,356",https://fbref.com/en/matches/eaf5b070/San-Antonio-FC-FC-Tulsa-August-3-2024-USL-Championship
290,,,,,
291,2024-08-07,Detroit City,Pittsburgh,"7,166",https://fbref.com/en/matches/36ce69dd/Detroit-City-Pittsburgh-Riverhounds-August-7-2024-USL-Championship
292,2024-08-07,Indy Eleven,Rhode Island FC,"8,091",https://fbref.com/en/matches/49bda99d/Indy-Eleven-Rhode-Island-FC-August-7-2024-USL-Championship
293,Date,Home,Away,Attendance,
294,2024-08-10,Pittsburgh,San Antonio,"5,388",https://fbref.com/en/matches/a9f90632/Pittsburgh-Riverhounds-San-Antonio-FC-August-10-2024-USL-Championship
295,2024-08-10,North Carolina,CS Switchbacks,"2,387",https://fbref.com/en/matches/0a1ef1fa/North-Carolina-FC-Colorado-Springs-Switchbacks-August-10-2024-USL-Championship
296,2024-08-10,Charleston,Memphis,"2,579",https://fbref.com/en/matches/4e9916d7/Charleston-Battery-Memphis-901-August-10-2024-USL-Championship
297,2024-08-09,FC Tulsa,Orange County,"4,411",https://fbref.com/en/matches/5b224bb8/FC-Tulsa-Orange-County-SC-August-9-2024-USL-Championship
298,2024-08-10,Rhode Island FC,Hartford,"5,252",https://fbref.com/en/matches/6d4cba23/Rhode-Island-FC-Hartford-Athletic-August-10-2024-USL-Championship
299,2024-08-11,Indy Eleven,New Mexico Utd,"10,013",https://fbref.com/en/matches/6705b762/Indy-Eleven-New-Mexico-United-August-11-2024-USL-Championship
300,2024-08-10,Monterey Bay,B'ham Legion,"4,009",https://fbref.com/en/matches/237f5742/Monterey-Bay-Birmingham-Legion-August-10-2024-USL-Championship
301,2024-08-10,Roots,Loudoun Utd,"3,516",https://fbref.com/en/matches/e0c35d48/Oakland-Roots-Loudoun-United-August-10-2024-USL-Championship
302,2024-08-10,LV Lights FC,Detroit City,"1,990",https://fbref.com/en/matches/3d97da1d/Las-Vegas-Lights-FC-Detroit-City-August-10-2024-USL-Championship
303,2024-08-10,Phx Rising,TB Rowdies,"4,190",https://fbref.com/en/matches/1b4a4abd/Phoenix-Rising-Tampa-Bay-Rowdies-August-10-2024-USL-Championship
304,2024-08-10,El Paso,Miami FC,"7,067",https://fbref.com/en/matches/bc133698/El-Paso-Locomotive-Miami-FC-August-10-2024-USL-Championship
305,2024-08-10,Louisville City,Sac Republic,"8,768",https://fbref.com/en/matches/9ab68cac/Louisville-City-Sacramento-Republic-August-10-2024-USL-Championship
306,,,,,
307,2024-08-14,Miami FC,Memphis,563,https://fbref.com/en/matches/df2fb421/Miami-FC-Memphis-901-August-14-2024-USL-Championship
308,2024-08-14,New Mexico Utd,FC Tulsa,"7,015",https://fbref.com/en/matches/88643d26/New-Mexico-United-FC-Tulsa-August-14-2024-USL-Championship
309,2024-08-14,Sac Republic,El Paso,"8,688",https://fbref.com/en/matches/8b130d8f/Sacramento-Republic-El-Paso-Locomotive-August-14-2024-USL-Championship
310,2024-08-17,Hartford,LV Lights FC,"4,933",https://fbref.com/en/matches/880a9e76/Hartford-Athletic-Las-Vegas-Lights-FC-August-17-2024-USL-Championship
311,2024-08-16,B'ham Legion,Detroit City,"4,123",https://fbref.com/en/matches/d427620f/Birmingham-Legion-Detroit-City-August-16-2024-USL-Championship
312,2024-08-17,Pittsburgh,CS Switchbacks,"4,332",https://fbref.com/en/matches/e6f6ea2a/Pittsburgh-Riverhounds-Colorado-Springs-Switchbacks-August-17-2024-USL-Championship
313,2024-08-17,Rhode Island FC,Roots,,https://fbref.com/en/matches/059e40d2/Rhode-Island-FC-Oakland-Roots-August-17-2024-USL-Championship
314,Date,Home,Away,Attendance,
315,2024-08-17,TB Rowdies,Loudoun Utd,,https://fbref.com/en/matches/aae44249/Tampa-Bay-Rowdies-Loudoun-United-August-17-2024-USL-Championship
316,2024-08-17,Orange County,El Paso,"4,001",https://fbref.com/en/matches/7a7847ae/Orange-County-SC-El-Paso-Locomotive-August-17-2024-USL-Championship
317,2024-08-17,New Mexico Utd,Monterey Bay,"8,868",https://fbref.com/en/matches/d4879a74/New-Mexico-United-Monterey-Bay-August-17-2024-USL-Championship
318,2024-08-17,Memphis,FC Tulsa,"2,868",https://fbref.com/en/matches/0f21eeeb/Memphis-901-FC-Tulsa-August-17-2024-USL-Championship
319,2024-08-17,Louisville City,Charleston,"13,526",https://fbref.com/en/matches/0733af06/Louisville-City-Charleston-Battery-August-17-2024-USL-Championship
320,2024-08-17,San Antonio,North Carolina,"6,729",https://fbref.com/en/matches/84d69f84/San-Antonio-FC-North-Carolina-FC-August-17-2024-USL-Championship
321,,,,,
322,2024-08-21,TB Rowdies,Detroit City,"3,159",https://fbref.com/en/matches/d348a310/Tampa-Bay-Rowdies-Detroit-City-August-21-2024-USL-Championship
323,2024-08-24,B'ham Legion,Pittsburgh,"3,945",https://fbref.com/en/matches/30883f4c/Birmingham-Legion-Pittsburgh-Riverhounds-August-24-2024-USL-Championship
324,2024-08-24,Hartford,Louisville City,"5,500",https://fbref.com/en/matches/3929a697/Hartford-Athletic-Louisville-City-August-24-2024-USL-Championship
325,2024-08-24,Detroit City,FC Tulsa,"6,124",https://fbref.com/en/matches/92c53c7b/Detroit-City-FC-Tulsa-August-24-2024-USL-Championship
326,2024-08-24,TB Rowdies,Miami FC,"6,310",https://fbref.com/en/matches/3197c3f6/Tampa-Bay-Rowdies-Miami-FC-August-24-2024-USL-Championship
327,2024-08-24,Loudoun Utd,Rhode Island FC,"4,017",https://fbref.com/en/matches/44697c5f/Loudoun-United-Rhode-Island-FC-August-24-2024-USL-Championship
328,2024-08-24,Charleston,Orange County,"4,302",https://fbref.com/en/matches/df5bb6d2/Charleston-Battery-Orange-County-SC-August-24-2024-USL-Championship
329,2024-08-24,CS Switchbacks,New Mexico Utd,"8,023",https://fbref.com/en/matches/95a2615b/Colorado-Springs-Switchbacks-New-Mexico-United-August-24-2024-USL-Championship
330,2024-08-24,Roots,Memphis,"3,041",https://fbref.com/en/matches/9a898b91/Oakland-Roots-Memphis-901-August-24-2024-USL-Championship
331,2024-08-24,Monterey Bay,El Paso,"5,199",https://fbref.com/en/matches/f3cb43d5/Monterey-Bay-El-Paso-Locomotive-August-24-2024-USL-Championship
332,2024-08-24,LV Lights FC,Indy Eleven,"4,532",https://fbref.com/en/matches/62afb9f7/Las-Vegas-Lights-FC-Indy-Eleven-August-24-2024-USL-Championship
333,2024-08-24,Phx Rising,North Carolina,"5,000",https://fbref.com/en/matches/c8e86e77/Phoenix-Rising-North-Carolina-FC-August-24-2024-USL-Championship
334,2024-08-24,Sac Republic,San Antonio,"11,569",https://fbref.com/en/matches/e613f498/Sacramento-Republic-San-Antonio-FC-August-24-2024-USL-Championship
335,Date,Home,Away,Attendance,
336,,,,,
337,2024-08-28,CS Switchbacks,Memphis,"7,481",https://fbref.com/en/matches/b98509a8/Colorado-Springs-Switchbacks-Memphis-901-August-28-2024-USL-Championship
338,2024-08-31,Roots,New Mexico Utd,"3,431",https://fbref.com/en/matches/057c5343/Oakland-Roots-New-Mexico-United-August-31-2024-USL-Championship
339,2024-08-31,Indy Eleven,Pittsburgh,"10,319",https://fbref.com/en/matches/34e4c5f7/Indy-Eleven-Pittsburgh-Riverhounds-August-31-2024-USL-Championship
340,2024-08-31,Detroit City,Hartford,"6,047",https://fbref.com/en/matches/51aa66bb/Detroit-City-Hartford-Athletic-August-31-2024-USL-Championship
341,2024-08-31,Miami FC,Monterey Bay,"1,013",https://fbref.com/en/matches/7de72808/Miami-FC-Monterey-Bay-August-31-2024-USL-Championship
342,2024-08-31,Rhode Island FC,B'ham Legion,"3,713",https://fbref.com/en/matches/35a17a03/Rhode-Island-FC-Birmingham-Legion-August-31-2024-USL-Championship
343,2024-08-31,North Carolina,Louisville City,"2,219",https://fbref.com/en/matches/68d4be62/North-Carolina-FC-Louisville-City-August-31-2024-USL-Championship
344,2024-08-31,Loudoun Utd,Phx Rising,"1,890",https://fbref.com/en/matches/6ea3fae1/Loudoun-United-Phoenix-Rising-August-31-2024-USL-Championship
345,2024-09-01,FC Tulsa,CS Switchbacks,"3,666",https://fbref.com/en/matches/0c65aec2/FC-Tulsa-Colorado-Springs-Switchbacks-September-1-2024-USL-Championship
346,2024-08-31,Orange County,LV Lights FC,"3,579",https://fbref.com/en/matches/b5060a13/Orange-County-SC-Las-Vegas-Lights-FC-August-31-2024-USL-Championship
347,2024-08-31,San Antonio,Charleston,"6,367",https://fbref.com/en/matches/c780515a/San-Antonio-FC-Charleston-Battery-August-31-2024-USL-Championship
348,,,,,
349,2024-09-06,Louisville City,Loudoun Utd,"8,207",https://fbref.com/en/matches/264f309d/Louisville-City-Loudoun-United-September-6-2024-USL-Championship
350,2024-09-07,Hartford,Indy Eleven,"5,283",https://fbref.com/en/matches/5df2c3f2/Hartford-Athletic-Indy-Eleven-September-7-2024-USL-Championship
351,2024-09-06,New Mexico Utd,Miami FC,"9,069",https://fbref.com/en/matches/694db5b0/New-Mexico-United-Miami-FC-September-6-2024-USL-Championship
352,2024-09-07,Pittsburgh,Rhode Island FC,"5,619",https://fbref.com/en/matches/fb36c77c/Pittsburgh-Riverhounds-Rhode-Island-FC-September-7-2024-USL-Championship
353,2024-09-07,Charleston,Sac Republic,"3,525",https://fbref.com/en/matches/5ccc6cd7/Charleston-Battery-Sacramento-Republic-September-7-2024-USL-Championship
354,2024-09-07,North Carolina,Roots,"1,946",https://fbref.com/en/matches/e97d91f7/North-Carolina-FC-Oakland-Roots-September-7-2024-USL-Championship
355,2024-09-06,Phx Rising,FC Tulsa,"4,937",https://fbref.com/en/matches/0b5644f9/Phoenix-Rising-FC-Tulsa-September-6-2024-USL-Championship
356,Date,Home,Away,Attendance,
357,2024-09-07,Monterey Bay,San Antonio,"3,827",https://fbref.com/en/matches/21e810c6/Monterey-Bay-San-Antonio-FC-September-7-2024-USL-Championship
358,2024-09-07,CS Switchbacks,TB Rowdies,"7,362",https://fbref.com/en/matches/5f06d4d5/Colorado-Springs-Switchbacks-Tampa-Bay-Rowdies-September-7-2024-USL-Championship
359,2024-09-07,El Paso,Detroit City,"5,764",https://fbref.com/en/matches/26f7ea22/El-Paso-Locomotive-Detroit-City-September-7-2024-USL-Championship
360,,,,,
361,2024-09-11,Memphis,Hartford,"3,013",https://fbref.com/en/matches/3cef43f2/Memphis-901-Hartford-Athletic-September-11-2024-USL-Championship
362,2024-09-11,B'ham Legion,TB Rowdies,"5,058",https://fbref.com/en/matches/e52d6c54/Birmingham-Legion-Tampa-Bay-Rowdies-September-11-2024-USL-Championship
363,2024-09-11,FC Tulsa,LV Lights FC,"2,663",https://fbref.com/en/matches/03bdcdb7/FC-Tulsa-Las-Vegas-Lights-FC-September-11-2024-USL-Championship
364,2024-09-14,Loudoun Utd,B'ham Legion,"3,120",https://fbref.com/en/matches/364a79d4/Loudoun-United-Birmingham-Legion-September-14-2024-USL-Championship
365,2024-09-14,Indy Eleven,El Paso,"10,132",https://fbref.com/en/matches/b3ba28ee/Indy-Eleven-El-Paso-Locomotive-September-14-2024-USL-Championship
366,2024-09-14,Miami FC,Hartford,"1,196",https://fbref.com/en/matches/d9d1e6b4/Miami-FC-Hartford-Athletic-September-14-2024-USL-Championship
367,2024-09-14,Detroit City,New Mexico Utd,"5,738",https://fbref.com/en/matches/da32da4a/Detroit-City-New-Mexico-United-September-14-2024-USL-Championship
368,2024-09-14,TB Rowdies,Pittsburgh,"4,851",https://fbref.com/en/matches/810b8772/Tampa-Bay-Rowdies-Pittsburgh-Riverhounds-September-14-2024-USL-Championship
369,2024-09-14,CS Switchbacks,Charleston,"8,023",https://fbref.com/en/matches/2fd0fcd0/Colorado-Springs-Switchbacks-Charleston-Battery-September-14-2024-USL-Championship
370,2024-09-14,Memphis,North Carolina,"2,610",https://fbref.com/en/matches/39074473/Memphis-901-North-Carolina-FC-September-14-2024-USL-Championship
371,2024-09-14,Sac Republic,Phx Rising,"11,569",https://fbref.com/en/matches/b5ffe8b1/Sacramento-Republic-Phoenix-Rising-September-14-2024-USL-Championship
372,2024-09-14,Orange County,Rhode Island FC,,https://fbref.com/en/matches/ba13ea46/Orange-County-SC-Rhode-Island-FC-September-14-2024-USL-Championship
373,2024-09-14,Roots,San Antonio,"3,841",https://fbref.com/en/matches/fcf2e586/Oakland-Roots-San-Antonio-FC-September-14-2024-USL-Championship
374,2024-09-14,LV Lights FC,Monterey Bay,,https://fbref.com/en/matches/16f3b7ff/Las-Vegas-Lights-FC-Monterey-Bay-September-14-2024-USL-Championship
375,2024-09-14,FC Tulsa,Louisville City,"2,818",https://fbref.com/en/matches/787ebe49/FC-Tulsa-Louisville-City-September-14-2024-USL-Championship
376,,,,,
377,Date,Home,Away,Attendance,
378,2024-09-18,New Mexico Utd,Sac Republic,"7,193",https://fbref.com/en/matches/f7e3830e/New-Mexico-United-Sacramento-Republic-September-18-2024-USL-Championship
379,2024-09-21,Hartford,Roots,"5,500",https://fbref.com/en/matches/cb6c32b6/Hartford-Athletic-Oakland-Roots-September-21-2024-USL-Championship
380,2024-09-21,Charleston,TB Rowdies,"4,366",https://fbref.com/en/matches/9fde8b20/Charleston-Battery-Tampa-Bay-Rowdies-September-21-2024-USL-Championship
