Row,Date,Home_Team,Away_Team,Attendance,Match_Report_Link
381,2024-09-21,North Carolina,Indy Eleven,"2,478",https://fbref.com/en/matches/a0de5e58/North-Carolina-FC-Indy-Eleven-September-21-2024-USL-Championship
382,2024-09-21,Rhode Island FC,FC Tulsa,"5,252",https://fbref.com/en/matches/f53a3e50/Rhode-Island-FC-FC-Tulsa-September-21-2024-USL-Championship
383,2024-09-22,New Mexico Utd,Loudoun Utd,,https://fbref.com/en/matches/5a98f14f/New-Mexico-United-Loudoun-United-September-22-2024-USL-Championship
384,2024-09-22,Detroit City,Louisville City,,https://fbref.com/en/matches/3d1410bf/Detroit-City-Louisville-City-September-22-2024-USL-Championship
385,2024-09-22,B'ham Legion,Miami FC,"4,279",https://fbref.com/en/matches/720ace0a/Birmingham-Legion-Miami-FC-September-22-2024-USL-Championship
386,2024-09-21,Monterey Bay,Orange County,"3,912",https://fbref.com/en/matches/9537cb18/Monterey-Bay-Orange-County-SC-September-21-2024-USL-Championship
387,2024-09-21,Phx Rising,San Antonio,"4,844",https://fbref.com/en/matches/455099e2/Phoenix-Rising-San-Antonio-FC-September-21-2024-USL-Championship
388,2024-09-21,LV Lights FC,Sac Republic,"2,240",https://fbref.com/en/matches/fd82005c/Las-Vegas-Lights-FC-Sacramento-Republic-September-21-2024-USL-Championship
389,2024-09-21,El Paso,CS Switchbacks,"5,422",https://fbref.com/en/matches/6cfa4a99/El-Paso-Locomotive-Colorado-Springs-Switchbacks-September-21-2024-USL-Championship
390,,,,,
391,2024-09-25,Orange County,Phx Rising,"3,018",https://fbref.com/en/matches/20398c18/Orange-County-SC-Phoenix-Rising-September-25-2024-USL-Championship
392,2024-09-28,El Paso,North Carolina,"4,014",https://fbref.com/en/matches/dbecaeb9/El-Paso-Locomotive-North-Carolina-FC-September-28-2024-USL-Championship
393,2024-09-28,Pittsburgh,B'ham Legion,"5,537",https://fbref.com/en/matches/3b80d5d4/Pittsburgh-Riverhounds-Birmingham-Legion-September-28-2024-USL-Championship
394,2024-09-28,Indy Eleven,Miami FC,"10,145",https://fbref.com/en/matches/6b2f7158/Indy-Eleven-Miami-FC-September-28-2024-USL-Championship
395,2024-09-28,Louisville City,Memphis,"6,197",https://fbref.com/en/matches/46a99648/Louisville-City-Memphis-901-September-28-2024-USL-Championship
396,2024-09-29,Roots,FC Tulsa,"4,190",https://fbref.com/en/matches/ad4934d1/Oakland-Roots-FC-Tulsa-September-29-2024-USL-Championship
397,2024-09-28,CS Switchbacks,Loudoun Utd,"8,023",https://fbref.com/en/matches/fa918670/Colorado-Springs-Switchbacks-Loudoun-United-September-28-2024-USL-Championship
398,Date,Home,Away,Attendance,
399,2024-09-28,Monterey Bay,Detroit City,"4,742",https://fbref.com/en/matches/a4972dc8/Monterey-Bay-Detroit-City-September-28-2024-USL-Championship
400,2024-09-28,San Antonio,Rhode Island FC,"6,620",https://fbref.com/en/matches/1cc18791/San-Antonio-FC-Rhode-Island-FC-September-28-2024-USL-Championship
401,2024-09-28,Phx Rising,LV Lights FC,,https://fbref.com/en/matches/9595dd77/Phoenix-Rising-Las-Vegas-Lights-FC-September-28-2024-USL-Championship
402,2024-09-29,Sac Republic,New Mexico Utd,"11,569",https://fbref.com/en/matches/1abc7724/Sacramento-Republic-New-Mexico-United-September-29-2024-USL-Championship
403,,,,,
404,2024-10-02,Louisville City,Miami FC,"8,020",https://fbref.com/en/matches/965de793/Louisville-City-Miami-FC-October-2-2024-USL-Championship
405,2024-10-05,Charleston,Detroit City,"4,610",https://fbref.com/en/matches/076e834e/Charleston-Battery-Detroit-City-October-5-2024-USL-Championship
406,2024-10-05,Indy Eleven,Louisville City,"10,780",https://fbref.com/en/matches/279c490b/Indy-Eleven-Louisville-City-October-5-2024-USL-Championship
407,2024-10-05,Hartford,Loudoun Utd,"5,500",https://fbref.com/en/matches/7214f5e2/Hartford-Athletic-Loudoun-United-October-5-2024-USL-Championship
408,2024-10-05,Miami FC,Pittsburgh,"1,823",https://fbref.com/en/matches/e1331f53/Miami-FC-Pittsburgh-Riverhounds-October-5-2024-USL-Championship
409,2024-10-04,Phx Rising,Monterey Bay,"5,757",https://fbref.com/en/matches/6c8f53ab/Phoenix-Rising-Monterey-Bay-October-4-2024-USL-Championship
410,2024-10-05,Rhode Island FC,TB Rowdies,"3,991",https://fbref.com/en/matches/b44619ec/Rhode-Island-FC-Tampa-Bay-Rowdies-October-5-2024-USL-Championship
411,2024-10-06,B'ham Legion,North Carolina,,https://fbref.com/en/matches/a8009835/Birmingham-Legion-North-Carolina-FC-October-6-2024-USL-Championship
412,2024-10-05,Memphis,Roots,"3,195",https://fbref.com/en/matches/7f02c13a/Memphis-901-Oakland-Roots-October-5-2024-USL-Championship
413,2024-10-05,San Antonio,Sac Republic,,https://fbref.com/en/matches/3602c16e/San-Antonio-FC-Sacramento-Republic-October-5-2024-USL-Championship
414,2024-10-05,FC Tulsa,El Paso,"3,092",https://fbref.com/en/matches/d1db20af/FC-Tulsa-El-Paso-Locomotive-October-5-2024-USL-Championship
415,2024-10-05,LV Lights FC,Orange County,,https://fbref.com/en/matches/fb033d42/Las-Vegas-Lights-FC-Orange-County-SC-October-5-2024-USL-Championship
416,,,,,
417,2024-10-08,Loudoun Utd,Indy Eleven,"1,787",https://fbref.com/en/matches/0e0b2a9f/Loudoun-United-Indy-Eleven-October-8-2024-USL-Championship
418,2024-10-09,North Carolina,FC Tulsa,"1,959",https://fbref.com/en/matches/dc455a12/North-Carolina-FC-FC-Tulsa-October-9-2024-USL-Championship
419,Date,Home,Away,Attendance,
420,2024-10-09,New Mexico Utd,Phx Rising,"8,319",https://fbref.com/en/matches/548ec7b9/New-Mexico-United-Phoenix-Rising-October-9-2024-USL-Championship
421,2024-10-09,Orange County,CS Switchbacks,"4,130",https://fbref.com/en/matches/b9934323/Orange-County-SC-Colorado-Springs-Switchbacks-October-9-2024-USL-Championship
422,2024-10-09,Sac Republic,Monterey Bay,"8,988",https://fbref.com/en/matches/eec4ea9a/Sacramento-Republic-Monterey-Bay-October-9-2024-USL-Championship
423,2024-10-09,El Paso,San Antonio,,https://fbref.com/en/matches/19c2c40d/El-Paso-Locomotive-San-Antonio-FC-October-9-2024-USL-Championship
424,2024-10-12,Detroit City,Indy Eleven,"6,240",https://fbref.com/en/matches/95453e80/Detroit-City-Indy-Eleven-October-12-2024-USL-Championship
425,2024-10-12,Pittsburgh,Charleston,"5,025",https://fbref.com/en/matches/49ae0aa6/Pittsburgh-Riverhounds-Charleston-Battery-October-12-2024-USL-Championship
426,2024-10-12,Hartford,North Carolina,"5,500",https://fbref.com/en/matches/63a7b035/Hartford-Athletic-North-Carolina-FC-October-12-2024-USL-Championship
427,2024-10-12,Louisville City,TB Rowdies,"9,940",https://fbref.com/en/matches/f82cefd8/Louisville-City-Tampa-Bay-Rowdies-October-12-2024-USL-Championship
428,2024-10-13,Rhode Island FC,Loudoun Utd,"4,179",https://fbref.com/en/matches/6259cd27/Rhode-Island-FC-Loudoun-United-October-13-2024-USL-Championship
429,2024-10-13,B'ham Legion,LV Lights FC,"4,761",https://fbref.com/en/matches/076ef68d/Birmingham-Legion-Las-Vegas-Lights-FC-October-13-2024-USL-Championship
430,2024-10-12,CS Switchbacks,San Antonio,"8,023",https://fbref.com/en/matches/3698878f/Colorado-Springs-Switchbacks-San-Antonio-FC-October-12-2024-USL-Championship
431,2024-10-12,Memphis,Sac Republic,"4,688",https://fbref.com/en/matches/4fcc230a/Memphis-901-Sacramento-Republic-October-12-2024-USL-Championship
432,2024-10-12,Roots,Phx Rising,"5,252",https://fbref.com/en/matches/986f8e14/Oakland-Roots-Phoenix-Rising-October-12-2024-USL-Championship
433,2024-10-12,FC Tulsa,New Mexico Utd,"3,388",https://fbref.com/en/matches/c2afea8c/FC-Tulsa-New-Mexico-United-October-12-2024-USL-Championship
434,,,,,
435,2024-10-16,El Paso,Orange County,"6,004",https://fbref.com/en/matches/71dbacad/El-Paso-Locomotive-Orange-County-SC-October-16-2024-USL-Championship
436,2024-10-19,Detroit City,Miami FC,"6,564",https://fbref.com/en/matches/9d493829/Detroit-City-Miami-FC-October-19-2024-USL-Championship
437,2024-10-19,FC Tulsa,Hartford,,https://fbref.com/en/matches/4c14b852/FC-Tulsa-Hartford-Athletic-October-19-2024-USL-Championship
438,2024-10-19,TB Rowdies,North Carolina,,https://fbref.com/en/matches/b81e2013/Tampa-Bay-Rowdies-North-Carolina-FC-October-19-2024-USL-Championship
439,2024-10-19,Loudoun Utd,Pittsburgh,"4,589",https://fbref.com/en/matches/b568e502/Loudoun-United-Pittsburgh-Riverhounds-October-19-2024-USL-Championship
440,Date,Home,Away,Attendance,
441,2024-10-19,Indy Eleven,B'ham Legion,"10,540",https://fbref.com/en/matches/c1f53be4/Indy-Eleven-Birmingham-Legion-October-19-2024-USL-Championship
442,2024-10-19,Charleston,Rhode Island FC,"3,480",https://fbref.com/en/matches/f5137e30/Charleston-Battery-Rhode-Island-FC-October-19-2024-USL-Championship
443,2024-10-19,Monterey Bay,CS Switchbacks,"4,150",https://fbref.com/en/matches/1dfbbf6b/Monterey-Bay-Colorado-Springs-Switchbacks-October-19-2024-USL-Championship
444,2024-10-19,Orange County,New Mexico Utd,"4,675",https://fbref.com/en/matches/a0f2a0f2/Orange-County-SC-New-Mexico-United-October-19-2024-USL-Championship
445,2024-10-19,San Antonio,Louisville City,"7,199",https://fbref.com/en/matches/88e0cc3f/San-Antonio-FC-Louisville-City-October-19-2024-USL-Championship
446,2024-10-19,LV Lights FC,Roots,"2,878",https://fbref.com/en/matches/98dc71c9/Las-Vegas-Lights-FC-Oakland-Roots-October-19-2024-USL-Championship
447,2024-10-19,Phx Rising,Memphis,"7,378",https://fbref.com/en/matches/ccecd6f5/Phoenix-Rising-Memphis-901-October-19-2024-USL-Championship
448,2024-10-19,El Paso,Sac Republic,"6,376",https://fbref.com/en/matches/3025f7b6/El-Paso-Locomotive-Sacramento-Republic-October-19-2024-USL-Championship
449,,,,,
450,2024-10-23,TB Rowdies,Hartford,223,https://fbref.com/en/matches/dc195a7b/Tampa-Bay-Rowdies-Hartford-Athletic-October-23-2024-USL-Championship
451,,,,,
452,2024-10-26,Charleston,Loudoun Utd,"3,486",https://fbref.com/en/matches/a5e9c2e9/Charleston-Battery-Loudoun-United-October-26-2024-USL-Championship
453,2024-10-26,North Carolina,LV Lights FC,,https://fbref.com/en/matches/d49323db/North-Carolina-FC-Las-Vegas-Lights-FC-October-26-2024-USL-Championship
454,2024-10-26,Pittsburgh,El Paso,,https://fbref.com/en/matches/f7f69635/Pittsburgh-Riverhounds-El-Paso-Locomotive-October-26-2024-USL-Championship
455,2024-10-26,TB Rowdies,Indy Eleven,496,https://fbref.com/en/matches/384fa2eb/Tampa-Bay-Rowdies-Indy-Eleven-October-26-2024-USL-Championship
456,2024-10-26,Louisville City,Phx Rising,"10,187",https://fbref.com/en/matches/78d8371c/Louisville-City-Phoenix-Rising-October-26-2024-USL-Championship
457,2024-10-26,New Mexico Utd,Memphis,"10,220",https://fbref.com/en/matches/294729f2/New-Mexico-United-Memphis-901-October-26-2024-USL-Championship
458,2024-10-26,Roots,B'ham Legion,"4,995",https://fbref.com/en/matches/246abe59/Oakland-Roots-Birmingham-Legion-October-26-2024-USL-Championship
459,2024-10-26,Sac Republic,CS Switchbacks,"11,569",https://fbref.com/en/matches/5f2ae4df/Sacramento-Republic-Colorado-Springs-Switchbacks-October-26-2024-USL-Championship
460,2024-10-26,FC Tulsa,Monterey Bay,"3,762",https://fbref.com/en/matches/77607976/FC-Tulsa-Monterey-Bay-October-26-2024-USL-Championship
461,Date,Home,Away,Attendance,
462,2024-10-26,Orange County,Hartford,"4,729",https://fbref.com/en/matches/c2fd4f36/Orange-County-SC-Hartford-Athletic-October-26-2024-USL-Championship
463,2024-10-26,San Antonio,Detroit City,"7,066",https://fbref.com/en/matches/0cc0f948/San-Antonio-FC-Detroit-City-October-26-2024-USL-Championship
464,2024-10-26,Rhode Island FC,Miami FC,"5,252",https://fbref.com/en/matches/54afb025/Rhode-Island-FC-Miami-FC-October-26-2024-USL-Championship
465,,,,,
466,2024-11-02,Memphis,Orange County,"3,014",https://fbref.com/en/matches/2a6a3d00/Memphis-901-Orange-County-SC-November-2-2024-USL-Championship
467,2024-11-02,Charleston,Pittsburgh,"4,287",https://fbref.com/en/matches/b9662b4f/Charleston-Battery-Pittsburgh-Riverhounds-November-2-2024-USL-Championship
468,2024-11-02,Detroit City,TB Rowdies,"7,183",https://fbref.com/en/matches/98596405/Detroit-City-Tampa-Bay-Rowdies-November-2-2024-USL-Championship
469,2024-11-02,Louisville City,North Carolina,"8,875",https://fbref.com/en/matches/19ced206/Louisville-City-North-Carolina-FC-November-2-2024-USL-Championship
470,2024-11-01,LV Lights FC,Sac Republic,"2,415",https://fbref.com/en/matches/57e17a9f/Las-Vegas-Lights-FC-Sacramento-Republic-November-1-2024-USL-Championship
471,2024-11-03,Indy Eleven,Rhode Island FC,"7,623",https://fbref.com/en/matches/3814aa2a/Indy-Eleven-Rhode-Island-FC-November-3-2024-USL-Championship
472,2024-11-02,CS Switchbacks,Roots,"7,463",https://fbref.com/en/matches/19b244e2/Colorado-Springs-Switchbacks-Oakland-Roots-November-2-2024-USL-Championship
473,2024-11-03,New Mexico Utd,Phx Rising,"11,447",https://fbref.com/en/matches/48507e69/New-Mexico-United-Phoenix-Rising-November-3-2024-USL-Championship
474,2024-11-10,Charleston,TB Rowdies,"5,079",https://fbref.com/en/matches/bb117e96/Charleston-Battery-Tampa-Bay-Rowdies-November-10-2024-USL-Championship
475,2024-11-10,CS Switchbacks,Orange County,"7,236",https://fbref.com/en/matches/badfb1f0/Colorado-Springs-Switchbacks-Orange-County-SC-November-10-2024-USL-Championship
476,2024-11-09,New Mexico Utd,LV Lights FC,"10,049",https://fbref.com/en/matches/81ef295b/New-Mexico-United-Las-Vegas-Lights-FC-November-9-2024-USL-Championship
477,2024-11-09,Louisville City,Rhode Island FC,"9,510",https://fbref.com/en/matches/ed4f855d/Louisville-City-Rhode-Island-FC-November-9-2024-USL-Championship
478,2024-11-16,CS Switchbacks,LV Lights FC,"8,023",https://fbref.com/en/matches/3b0002a7/Colorado-Springs-Switchbacks-Las-Vegas-Lights-FC-November-16-2024-USL-Championship
479,2024-11-16,Charleston,Rhode Island FC,"5,087",https://fbref.com/en/matches/fed344a7/Charleston-Battery-Rhode-Island-FC-November-16-2024-USL-Championship
480,2024-11-23,CS Switchbacks,Rhode Island FC,"8,023",https://fbref.com/en/matches/9eb36741/Colorado-Springs-Switchbacks-Rhode-Island-FC-November-23-2024-USL-Championship
