Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,,
Regular Season,17,Sat,6/29/2024,20:00 (23:00),Sac Republic,,Hartford,,Heart Health Park,Muhammad Hassan,Match Report,,,
Regular Season,17,Sat,6/29/2024,20:00 (21:00),San Antonio,,New Mexico Utd,,Toyota Field,Mathew Corrigan,Match Report,,,
,,,,,,,,,,,,,,
Regular Season,,Wed,7/3/2024,19:30,Loudoun Utd,,Hartford,,Segra Field,John Matto,Match Report,,,
Regular Season,18,Wed,7/3/2024,19:00 (21:00),New Mexico Utd,,Orange County,,Isotopes Park,Thomas Snyder,Match Report,,,
Regular Season,18,Wed,7/3/2024,19:30 (22:30),Sac Republic,,LV Lights FC,,Heart Health Park,Jeremy Scheer,Match Report,,,
Regular Season,18,Thu,7/4/2024,19:00 (21:00),CS Switchbacks,,FC Tulsa,,Weidner Field,Gerald Flores,Match Report,,,
Regular Season,18,Fri,7/5/2024,19:00,Charleston,,B'ham Legion,,Patriots Point Soccer Complex,Lorenzo Hernandez,Match Report,,,
Regular Season,18,Fri,7/5/2024,19:30,Rhode Island FC,,Indy Eleven,,Beirne Stadium,Ricardo Montero,Match Report,,,
Round,Wk,Day,Date,Time,Home,,Away,,Venue,Referee,Match Report,,,Notes
Regular Season,18,Sat,7/6/2024,19:00,Detroit City,,TB Rowdies,,Keyworth Stadium,Muhammad Hassan,Match Report,,,
Regular Season,18,Sat,7/6/2024,19:00,Pittsburgh,,Monterey Bay,,Highmark Stadium,Joe Surgan,Match Report,,,
Regular Season,18,Sat,7/6/2024,19:30,North Carolina,,Miami FC,,Sahlen's Stadium at WakeMed Soccer Park,Sergii Demianchuk,Match Report,,,
Regular Season,18,Sat,7/6/2024,19:00 (22:00),Roots,,Louisville City,,Pioneer Stadium,Calin Radosav,Match Report,,,
Regular Season,18,Sat,7/6/2024,19:00 (22:00),Orange County,,Memphis,,Orange Country Great Park Championship S...,John Griggs,Match Report,,,
Regular Season,18,Sat,7/6/2024,20:00 (21:00),San Antonio,,Phx Rising,,Toyota Field,Greg Dopka,Match Report,,,
,,,,,,,,,,,,,,
Regular Season,19,Fri,7/12/2024,19:30,Hartford,,Charleston,,Trinity Health Stadium,Elijio Arreguin,Match Report,,,
Regular Season,19,Sat,7/13/2024,16:00,Detroit City,,Memphis,,Keyworth Stadium,Ricardo Fierro,Match Report,,,
Regular Season,19,Sat,7/13/2024,18:30 (19:30),B'ham Legion,,CS Switchbacks,,Protective Stadium,Adam Kilpatrick,Match Report,,,
Regular Season,19,Sat,7/13/2024,19:00,Miami FC,,Rhode Island FC,,South Dade Kia Field at Pitbull Stadium,Luis Arroyo,Match Report,,,
Regular Season,19,Sat,7/13/2024,19:00,Indy Eleven,,Loudoun Utd,,Michael A. Carroll Stadium,Brandon Stevis,Match Report,,,
Regular Season,19,Sat,7/13/2024,19:00,Pittsburgh,,Roots,,Highmark Stadium,Nabil Bensalah,Match Report,,,
Regular Season,19,Sat,7/13/2024,19:30,TB Rowdies,,Orange County,,Al Lang Stadium,Eric Tattersall,Match Report,,,
Regular Season,19,Fri,7/12/2024,20:00 (21:00),El Paso,,LV Lights FC,,Southwest University Park,Servando Berna Rico,Match Report,,,
Regular Season,19,Sat,7/13/2024,19:00 (22:00),Monterey Bay,,FC Tulsa,,Cardinale Stadium,Ben Meyer,Match Report,,,
Regular Season,19,Sat,7/13/2024,20:00 (23:00),Sac Republic,,North Carolina,,Heart Health Park,Corbyn May,Match Report,,,
,,,,,,,,,,,,,,
Regular Season,,Wed,7/17/2024,19:00 (20:00),B'ham Legion,,Rhode Island FC,,Protective Stadium,Ben Meyer,Match Report,,,
Regular Season,20,Fri,7/19/2024,19:30,Charleston,,Miami FC,,Patriots Point Soccer Complex,Elvis Osmanovic,Match Report,,,
Round,Wk,Day,Date,Time,Home,,Away,,Venue,Referee,Match Report,,,Notes
Regular Season,20,Fri,7/19/2024,19:30,North Carolina,,Detroit City,,Sahlen's Stadium at WakeMed Soccer Park,John Matto,Match Report,,,
Regular Season,20,Sat,7/20/2024,19:00,Indy Eleven,,TB Rowdies,,Michael A. Carroll Stadium,Thomas Snyder,Match Report,,,
Regular Season,20,Fri,7/19/2024,20:00,Louisville City,,CS Switchbacks,,Lynn Family Stadium,Muhammad Hassan,Match Report,,,
Regular Season,20,Fri,7/19/2024,20:00 (23:00),Phx Rising,,El Paso,,Wild Horse Pass Stadium,Elton Garcia,Match Report,,,
Regular Season,20,Sun,7/21/2024,13:00 (16:00),Roots,,Sac Republic,,Pioneer Stadium,Abdou Ndiaye,Match Report,,,
Regular Season,20,Sat,7/20/2024,19:00 (22:00),Orange County,,San Antonio,,Orange Country Great Park Championship S...,Trevor Wiseman,Match Report,,,
Regular Season,20,Sat,7/20/2024,19:00 (21:00),New Mexico Utd,,B'ham Legion,,Isotopes Park,Luis Arroyo,Match Report,,,
Regular Season,20,Sat,7/20/2024,19:30 (20:30),FC Tulsa,,Memphis,,ONEOK Field,Alyssa Nichols,Match Report,,,
Regular Season,20,Sat,7/20/2024,20:00,Pittsburgh,,Hartford,,Highmark Stadium,Ali Zolgharnain,Match Report,,,
,,,,,,,,,,,,,,
Regular Season,,Wed,7/24/2024,11:00,Loudoun Utd,,Charleston,,Segra Field,Adam Kilpatrick,Match Report,,,
Regular Season,21,Fri,7/26/2024,19:30,Hartford,,Phx Rising,,Trinity Health Stadium,Gerald Flores,Match Report,,,
Regular Season,21,Sat,7/27/2024,18:30 (19:30),B'ham Legion,,Orange County,,Protective Stadium,Matthew Thompson,Match Report,,,
Regular Season,21,Fri,7/26/2024,19:00 (21:00),CS Switchbacks,,LV Lights FC,,Weidner Field,Ricardo Fierro,Match Report,,,
Regular Season,21,Sat,7/27/2024,19:00,Miami FC,,Roots,,South Dade Kia Field at Pitbull Stadium,Thomas Snyder,Match Report,,,
Regular Season,21,Sat,7/27/2024,19:00,Pittsburgh,,Loudoun Utd,,Highmark Stadium,Alex Billeter,Match Report,,,
Regular Season,21,Sat,7/27/2024,19:00,Detroit City,,Sac Republic,,Keyworth Stadium,Joshua Encarnacion,Match Report,,,
Regular Season,21,Sat,7/27/2024,19:30,TB Rowdies,,Charleston,,Al Lang Stadium,John Griggs,Match Report,,,
Regular Season,21,Fri,7/26/2024,19:30 (20:30),FC Tulsa,,Indy Eleven,,ONEOK Field,Lorenzo Hernandez,Match Report,,,
Regular Season,21,Sat,7/27/2024,19:30,Rhode Island FC,,North Carolina,,Beirne Stadium,Eric Tattersall,Match Report,,,
Round,Wk,Day,Date,Time,Home,,Away,,Venue,Referee,Match Report,,,Notes
Regular Season,21,Sat,7/27/2024,19:30 (20:30),Memphis,,San Antonio,,AutoZone Park,Abdou Ndiaye,Match Report,,,
Regular Season,21,Sat,7/27/2024,20:00,Louisville City,,Monterey Bay,,Lynn Family Stadium,Mathew Corrigan,Match Report,,,
Regular Season,21,Sat,7/27/2024,20:00 (21:00),El Paso,,New Mexico Utd,,Southwest University Park,Elijio Arreguin,Match Report,,,
,,,,,,,,,,,,,,
Regular Season,,Wed,7/31/2024,19:30,Hartford,,Detroit City,,Trinity Health Stadium,Mathew Corrigan,Match Report,,,
Regular Season,,Wed,7/31/2024,19:00 (21:00),New Mexico Utd,,LV Lights FC,,Isotopes Park,Elvis Osmanovic,Match Report,,,
Regular Season,22,Fri,8/2/2024,19:30,Charleston,,Indy Eleven,,Patriots Point Soccer Complex,Joshua Encarnacion,Match Report,,,
Regular Season,22,Sat,8/3/2024,16:00,Detroit City,,Rhode Island FC,,Keyworth Stadium,Lorenzo Hernandez,Match Report,,,
Regular Season,22,Sat,8/3/2024,18:30 (19:30),B'ham Legion,,Hartford,,Protective Stadium,Corbyn May,Match Report,,,
Regular Season,22,Sat,8/3/2024,19:30,Loudoun Utd,,Miami FC,,Segra Field,Brad Jensen,Match Report,,,
Regular Season,22,Sat,8/3/2024,19:00 (22:00),Sac Republic,,Pittsburgh,,Heart Health Park,Elton Garcia,Match Report,,,
Regular Season,22,Sat,8/3/2024,19:00 (22:00),Orange County,,North Carolina,,Orange Country Great Park Championship S...,Ben Meyer,Match Report,,,
Regular Season,22,Sat,8/3/2024,19:00 (21:00),CS Switchbacks,,Phx Rising,,Weidner Field,Elijio Arreguin,Match Report,,,
Regular Season,22,Sat,8/3/2024,19:00 (22:00),Monterey Bay,,TB Rowdies,,Cardinale Stadium,Nabil Bensalah,Match Report,,,
Regular Season,22,Sat,8/3/2024,19:00 (21:00),New Mexico Utd,,Louisville City,,Isotopes Park,Brandon Stevis,Match Report,,,
Regular Season,22,Sat,8/3/2024,19:30 (20:30),Memphis,,El Paso,,AutoZone Park,Thomas Snyder,Match Report,,,
Regular Season,22,Sat,8/3/2024,20:00 (21:00),San Antonio,,FC Tulsa,,Toyota Field,John Griggs,Match Report,,,
,,,,,,,,,,,,,,
Regular Season,,Wed,8/7/2024,19:00,Detroit City,,Pittsburgh,,Keyworth Stadium,Brandon Stevis,Match Report,,,
Regular Season,,Wed,8/7/2024,19:00,Indy Eleven,,Rhode Island FC,,Michael A. Carroll Stadium,Ricardo Fierro,Match Report,,,
Round,Wk,Day,Date,Time,Home,,Away,,Venue,Referee,Match Report,,,Notes
Regular Season,23,Sat,8/10/2024,19:00,Pittsburgh,,San Antonio,,Highmark Stadium,Alyssa Nichols,Match Report,,,
Regular Season,23,Sat,8/10/2024,19:30,North Carolina,,CS Switchbacks,,Sahlen's Stadium at WakeMed Soccer Park,Thomas Snyder,Match Report,,,
Regular Season,23,Sat,8/10/2024,19:30,Charleston,,Memphis,,Patriots Point Soccer Complex,Nabil Bensalah,Match Report,,,
Regular Season,23,Fri,8/9/2024,19:30 (20:30),FC Tulsa,,Orange County,,ONEOK Field,Calin Radosav,Match Report,,,
Regular Season,23,Sat,8/10/2024,19:30,Rhode Island FC,,Hartford,,Beirne Stadium,Joshua Encarnacion,Match Report,,,
Regular Season,23,Sun,8/11/2024,17:00,Indy Eleven,,New Mexico Utd,,Michael A. Carroll Stadium,Adam Kilpatrick,Match Report,,,
Regular Season,23,Sat,8/10/2024,19:00 (22:00),Monterey Bay,,B'ham Legion,,Cardinale Stadium,Muhammad Hassan,Match Report,,,
Regular Season,23,Sat,8/10/2024,19:00 (22:00),Roots,,Loudoun Utd,,Pioneer Stadium,Greg Dopka,Match Report,,,
Regular Season,23,Sat,8/10/2024,19:30 (22:30),LV Lights FC,,Detroit City,,Cashman Field,Gerald Flores,Match Report,,,
Regular Season,23,Sat,8/10/2024,20:00 (23:00),Phx Rising,,TB Rowdies,,Wild Horse Pass Stadium,Abdou Ndiaye,Match Report,,,
Regular Season,23,Sat,8/10/2024,20:00 (21:00),El Paso,,Miami FC,,Southwest University Park,Katja Koroleva,Match Report,,,
Regular Season,23,Sat,8/10/2024,21:00,Louisville City,,Sac Republic,,Lynn Family Stadium,Sergii Demianchuk,Match Report,,,
,,,,,,,,,,,,,,
Regular Season,,Wed,8/14/2024,19:00,Miami FC,,Memphis,,South Dade Kia Field at Pitbull Stadium,Jeremy Scheer,Match Report,,,
Regular Season,,Wed,8/14/2024,19:00 (21:00),New Mexico Utd,,FC Tulsa,,Isotopes Park,Sergii Demianchuk,Match Report,,,
Regular Season,,Wed,8/14/2024,19:30 (22:30),Sac Republic,,El Paso,,Heart Health Park,Trevor Wiseman,Match Report,,,
Regular Season,24,Sat,8/17/2024,19:00,Hartford,,LV Lights FC,,Trinity Health Stadium,Matthew Thompson,Match Report,,,
Regular Season,24,Fri,8/16/2024,19:00 (20:00),B'ham Legion,,Detroit City,,Protective Stadium,Calin Radosav,Match Report,,,
Regular Season,24,Sat,8/17/2024,19:00,Pittsburgh,,CS Switchbacks,,Highmark Stadium,Lorenzo Hernandez,Match Report,,,
Regular Season,24,Sat,8/17/2024,19:30,Rhode Island FC,,Roots,,Beirne Stadium,Brandon Stevis,Match Report,,,
Round,Wk,Day,Date,Time,Home,,Away,,Venue,Referee,Match Report,,,Notes
Regular Season,24,Sat,8/17/2024,19:30,TB Rowdies,,Loudoun Utd,,Al Lang Stadium,Elijio Arreguin,Match Report,,,
Regular Season,24,Sat,8/17/2024,19:00 (22:00),Orange County,,El Paso,,Orange Country Great Park Championship S...,Abdou Ndiaye,Match Report,,,
Regular Season,24,Sat,8/17/2024,19:00 (21:00),New Mexico Utd,,Monterey Bay,,Isotopes Park,Ricardo Fierro,Match Report,,,
Regular Season,24,Sat,8/17/2024,19:30 (20:30),Memphis,,FC Tulsa,,AutoZone Park,Eric Tattersall,Match Report,,,
Regular Season,24,Sat,8/17/2024,20:00,Louisville City,,Charleston,,Lynn Family Stadium,Elton Garcia,Match Report,,,
Regular Season,24,Sat,8/17/2024,20:00 (21:00),San Antonio,,North Carolina,,Toyota Field,Adam Kilpatrick,Match Report,,,
,,,,,,,,,,,,,,
Regular Season,,Wed,8/21/2024,19:30,TB Rowdies,,Detroit City,,Al Lang Stadium,Ricardo Montero,Match Report,,,
Regular Season,25,Sat,8/24/2024,18:30 (19:30),B'ham Legion,,Pittsburgh,,Protective Stadium,Gerald Flores,Match Report,,,
Regular Season,25,Sat,8/24/2024,19:00,Hartford,,Louisville City,,Trinity Health Stadium,John Griggs,Match Report,,,
Regular Season,25,Sat,8/24/2024,19:00,Detroit City,,FC Tulsa,,Keyworth Stadium,Alejo Calume,Match Report,,,
Regular Season,25,Sat,8/24/2024,19:30,TB Rowdies,,Miami FC,,Al Lang Stadium,John Matto,Match Report,,,
Regular Season,25,Sat,8/24/2024,19:30,Loudoun Utd,,Rhode Island FC,,Segra Field,Thomas Snyder,Match Report,,,
Regular Season,25,Sat,8/24/2024,19:30,Charleston,,Orange County,,Patriots Point Soccer Complex,Mathew Corrigan,Match Report,,,
Regular Season,25,Sat,8/24/2024,19:00 (21:00),CS Switchbacks,,New Mexico Utd,,Weidner Field,Joshua Encarnacion,Match Report,,,
Regular Season,25,Sat,8/24/2024,19:00 (22:00),Roots,,Memphis,,Pioneer Stadium,Lorenzo Hernandez,Match Report,,,
Regular Season,25,Sat,8/24/2024,19:00 (22:00),Monterey Bay,,El Paso,,Cardinale Stadium,Ben Meyer,Match Report,,,
Regular Season,25,Sat,8/24/2024,19:30 (22:30),LV Lights FC,,Indy Eleven,,Cashman Field,Trevor Wiseman,Match Report,,,
Regular Season,25,Sat,8/24/2024,20:00 (23:00),Phx Rising,,North Carolina,,Wild Horse Pass Stadium,Muhammad Hassan,Match Report,,,
Regular Season,25,Sat,8/24/2024,20:00 (23:00),Sac Republic,,San Antonio,,Heart Health Park,Nabil Bensalah,Match Report,,,
Round,Wk,Day,Date,Time,Home,,Away,,Venue,Referee,Match Report,,,Notes
,,,,,,,,,,,,,,
Regular Season,,Wed,8/28/2024,19:00 (21:00),CS Switchbacks,,Memphis,,Weidner Field,Trevor Wiseman,Match Report,,,
Regular Season,26,Sat,8/31/2024,15:00 (18:00),Roots,,New Mexico Utd,,Pioneer Stadium,DeShun Beard,Match Report,,,
Regular Season,26,Sat,8/31/2024,19:00,Indy Eleven,,Pittsburgh,,Michael A. Carroll Stadium,Elijio Arreguin,Match Report,,,
Regular Season,26,Sat,8/31/2024,19:00,Detroit City,,Hartford,,Keyworth Stadium,Servando Berna Rico,Match Report,,,
Regular Season,26,Sat,8/31/2024,19:00,Miami FC,,Monterey Bay,,South Dade Kia Field at Pitbull Stadium,Esad Omanovic,Match Report,,,
Regular Season,26,Sat,8/31/2024,19:30,Rhode Island FC,,B'ham Legion,,Beirne Stadium,Greg Dopka,Match Report,,,
Regular Season,26,Sat,8/31/2024,19:30,North Carolina,,Louisville City,,Sahlen's Stadium at WakeMed Soccer Park,Lorenzo Hernandez,Match Report,,,
Regular Season,26,Sat,8/31/2024,19:30,Loudoun Utd,,Phx Rising,,Segra Field,Jeremy Scheer,Match Report,,,
Regular Season,26,Sun,9/1/2024,17:00 (18:00),FC Tulsa,,CS Switchbacks,,ONEOK Field,Elton Garcia,Match Report,,,
Regular Season,26,Sat,8/31/2024,19:00 (22:00),Orange County,,LV Lights FC,,Orange Country Great Park Championship S...,Katja Koroleva,Match Report,,,
Regular Season,26,Sat,8/31/2024,20:00 (21:00),San Antonio,,Charleston,,Toyota Field,Muhammad Hassan,Match Report,,,
,,,,,,,,,,,,,,
Regular Season,27,Fri,9/6/2024,19:30,Louisville City,,Loudoun Utd,,Lynn Family Stadium,Ricardo Montero,Match Report,,,
Regular Season,27,Sat,9/7/2024,19:00,Hartford,,Indy Eleven,,Trinity Health Stadium,Thomas Snyder,Match Report,,,
Regular Season,27,Fri,9/6/2024,19:00 (21:00),New Mexico Utd,,Miami FC,,Isotopes Park,Gerald Flores,Match Report,,,
Regular Season,27,Sat,9/7/2024,19:00,Pittsburgh,,Rhode Island FC,,Highmark Stadium,Abdou Ndiaye,Match Report,,,
Regular Season,27,Sat,9/7/2024,19:30,Charleston,,Sac Republic,,Patriots Point Soccer Complex,Alyssa Nichols,Match Report,,,
Regular Season,27,Sat,9/7/2024,19:30,North Carolina,,Roots,,Sahlen's Stadium at WakeMed Soccer Park,Elvis Osmanovic,Match Report,,,
Regular Season,27,Fri,9/6/2024,20:00 (23:00),Phx Rising,,FC Tulsa,,Wild Horse Pass Stadium,Ricardo Fierro,Match Report,,,
Round,Wk,Day,Date,Time,Home,,Away,,Venue,Referee,Match Report,,,Notes
Regular Season,27,Sat,9/7/2024,19:00 (22:00),Monterey Bay,,San Antonio,,Cardinale Stadium,Elijio Arreguin,Match Report,,,
Regular Season,27,Sat,9/7/2024,19:00 (21:00),CS Switchbacks,,TB Rowdies,,Weidner Field,Jeremy Scheer,Match Report,,,
Regular Season,27,Sat,9/7/2024,20:00 (21:00),El Paso,,Detroit City,,Southwest University Park,Luis Arroyo,Match Report,,,
,,,,,,,,,,,,,,
Regular Season,,Wed,9/11/2024,19:00 (20:00),Memphis,,Hartford,,AutoZone Park,Elvis Osmanovic,Match Report,,,
Regular Season,,Wed,9/11/2024,19:00 (20:00),B'ham Legion,,TB Rowdies,,Protective Stadium,Lorenzo Hernandez,Match Report,,,
Regular Season,,Wed,9/11/2024,19:30 (20:30),FC Tulsa,,LV Lights FC,,ONEOK Field,Abdou Ndiaye,Match Report,,,
Regular Season,28,Sat,9/14/2024,19:00,Loudoun Utd,,B'ham Legion,,Segra Field,Muhammad Hassan,Match Report,,,
Regular Season,28,Sat,9/14/2024,19:00,Indy Eleven,,El Paso,,Michael A. Carroll Stadium,Sergii Demianchuk,Match Report,,,
Regular Season,28,Sat,9/14/2024,19:00,Miami FC,,Hartford,,South Dade Kia Field at Pitbull Stadium,Nabil Bensalah,Match Report,,,
Regular Season,28,Sat,9/14/2024,19:00,Detroit City,,New Mexico Utd,,Keyworth Stadium,Eric Tattersall,Match Report,,,
Regular Season,28,Sat,9/14/2024,19:30,TB Rowdies,,Pittsburgh,,Al Lang Stadium,Brandon Stevis,Match Report,,,
Regular Season,28,Sat,9/14/2024,18:00 (20:00),CS Switchbacks,,Charleston,,Weidner Field,Ricardo Fierro,Match Report,,,
Regular Season,28,Sat,9/14/2024,19:00 (20:00),Memphis,,North Carolina,,AutoZone Park,Calin Radosav,Match Report,,,
Regular Season,28,Sat,9/14/2024,19:00 (22:00),Sac Republic,,Phx Rising,,Heart Health Park,Matthew Thompson,Match Report,,,
Regular Season,28,Sat,9/14/2024,19:00 (22:00),Orange County,,Rhode Island FC,,Orange Country Great Park Championship S...,Trevor Wiseman,Match Report,,,
Regular Season,28,Sat,9/14/2024,19:00 (22:00),Roots,,San Antonio,,Pioneer Stadium,Ricardo Montero,Match Report,,,
Regular Season,28,Sat,9/14/2024,19:30 (22:30),LV Lights FC,,Monterey Bay,,Cashman Field,Adam Kilpatrick,Match Report,,,
Regular Season,28,Sat,9/14/2024,19:30 (20:30),FC Tulsa,,Louisville City,,ONEOK Field,Brad Jensen,Match Report,,,
,,,,,,,,,,,,,,
Round,Wk,Day,Date,Time,Home,,Away,,Venue,Referee,Match Report,,,Notes
Regular Season,,Wed,9/18/2024,19:00 (21:00),New Mexico Utd,,Sac Republic,,Isotopes Park,Greg Dopka,Match Report,,,
Regular Season,29,Sat,9/21/2024,19:00,Hartford,,Roots,,Trinity Health Stadium,Alyssa Nichols,Match Report,,,
Regular Season,29,Sat,9/21/2024,19:30,Charleston,,TB Rowdies,,Patriots Point Soccer Complex,Abdou Ndiaye,Match Report,,,
Regular Season,29,Sat,9/21/2024,19:30,North Carolina,,Indy Eleven,,Sahlen's Stadium at WakeMed Soccer Park,Jeremy Scheer,Match Report,,,
Regular Season,29,Sat,9/21/2024,19:30,Rhode Island FC,,FC Tulsa,,Beirne Stadium,Adam Kilpatrick,Match Report,,,
Regular Season,29,Sun,9/22/2024,14:00 (16:00),New Mexico Utd,,Loudoun Utd,,Isotopes Park,Katja Koroleva,Match Report,,,
Regular Season,29,Sun,9/22/2024,15:00,Detroit City,,Louisville City,,Keyworth Stadium,Ricardo Fierro,Match Report,,,
Regular Season,29,Sun,9/22/2024,16:00 (17:00),B'ham Legion,,Miami FC,,Protective Stadium,Ben Meyer,Match Report,,,
Regular Season,29,Sat,9/21/2024,19:00 (22:00),Monterey Bay,,Orange County,,Cardinale Stadium,Elton Garcia,Match Report,,,
Regular Season,29,Sat,9/21/2024,19:30 (22:30),Phx Rising,,San Antonio,,Wild Horse Pass Stadium,Gerald Flores,Match Report,,,
Regular Season,29,Sat,9/21/2024,19:30 (22:30),LV Lights FC,,Sac Republic,,Cashman Field,Mathew Corrigan,Match Report,,,
Regular Season,29,Sat,9/21/2024,20:00 (21:00),El Paso,,CS Switchbacks,,Southwest University Park,Nabil Bensalah,Match Report,,,
,,,,,,,,,,,,,,
Regular Season,,Wed,9/25/2024,19:30 (22:30),Orange County,,Phx Rising,,Orange Country Great Park Championship S...,John Griggs,Match Report,,,
Regular Season,30,Sat,9/28/2024,14:00 (15:00),El Paso,,North Carolina,,Southwest University Park,Muhammad Hassan,Match Report,,,
Regular Season,30,Sat,9/28/2024,19:00,Pittsburgh,,B'ham Legion,,Highmark Stadium,Elvis Osmanovic,Match Report,,,
Regular Season,30,Sat,9/28/2024,19:00,Indy Eleven,,Miami FC,,Michael A. Carroll Stadium,Matthew Thompson,Match Report,,,
Regular Season,30,Sat,9/28/2024,19:30,Louisville City,,Memphis,,Lynn Family Stadium,Nabil Bensalah,Match Report,,,
Regular Season,30,Sun,9/29/2024,15:00 (18:00),Roots,,FC Tulsa,,Pioneer Stadium,Thomas Snyder,Match Report,,,
Regular Season,30,Sat,9/28/2024,18:00 (20:00),CS Switchbacks,,Loudoun Utd,,Weidner Field,Servando Berna Rico,Match Report,,,
Round,Wk,Day,Date,Time,Home,,Away,,Venue,Referee,Match Report,,,Notes
Regular Season,30,Sat,9/28/2024,19:00 (22:00),Monterey Bay,,Detroit City,,Cardinale Stadium,Abdou Ndiaye,Match Report,,,
Regular Season,30,Sat,9/28/2024,19:30 (20:30),San Antonio,,Rhode Island FC,,Toyota Field,Sergii Demianchuk,Match Report,,,
Regular Season,30,Sat,9/28/2024,19:30 (22:30),Phx Rising,,LV Lights FC,,Wild Horse Pass Stadium,Calin Radosav,Match Report,,,
Regular Season,30,Sun,9/29/2024,17:30 (20:30),Sac Republic,,New Mexico Utd,,Heart Health Park,Brandon Stevis,Match Report,,,
,,,,,,,,,,,,,,
Regular Season,,Wed,10/2/2024,19:30,Louisville City,,Miami FC,,Lynn Family Stadium,Thomas Snyder,Match Report,,,
Regular Season,31,Sat,10/5/2024,16:00,Charleston,,Detroit City,,Patriots Point Soccer Complex,Greg Dopka,Match Report,,,
Regular Season,31,Sat,10/5/2024,19:00,Indy Eleven,,Louisville City,,Michael A. Carroll Stadium,Alyssa Nichols,Match Report,,,
Regular Season,31,Sat,10/5/2024,19:00,Hartford,,Loudoun Utd,,Trinity Health Stadium,Joe Surgan,Match Report,,,
Regular Season,31,Sat,10/5/2024,19:00,Miami FC,,Pittsburgh,,South Dade Kia Field at Pitbull Stadium,Luis Arroyo,Match Report,,,
Regular Season,31,Fri,10/4/2024,19:30 (22:30),Phx Rising,,Monterey Bay,,Wild Horse Pass Stadium,Brandon Stevis,Match Report,,,
Regular Season,31,Sat,10/5/2024,19:30,Rhode Island FC,,TB Rowdies,,Beirne Stadium,Elton Garcia,Match Report,,,
Regular Season,31,Sun,10/6/2024,17:00 (18:00),B'ham Legion,,North Carolina,,Protective Stadium,Alejo Calume,Match Report,,,
Regular Season,31,Sat,10/5/2024,19:00 (20:00),Memphis,,Roots,,AutoZone Park,Joshua Encarnacion,Match Report,,,
Regular Season,31,Sat,10/5/2024,19:30 (20:30),San Antonio,,Sac Republic,,Toyota Field,Elvis Osmanovic,Match Report,,,
Regular Season,31,Sat,10/5/2024,19:30 (20:30),FC Tulsa,,El Paso,,ONEOK Field,Jeremy Scheer,Match Report,,,
Regular Season,31,Sat,10/5/2024,19:30 (22:30),LV Lights FC,,Orange County,,Cashman Field,Gerald Flores,Match Report,,,
,,,,,,,,,,,,,,
Regular Season,,Tue,10/8/2024,19:00,Loudoun Utd,,Indy Eleven,,Segra Field,Abdou Ndiaye,Match Report,,,
Regular Season,,Wed,10/9/2024,19:00,North Carolina,,FC Tulsa,,Sahlen's Stadium at WakeMed Soccer Park,John Matto,Match Report,,,
Round,Wk,Day,Date,Time,Home,,Away,,Venue,Referee,Match Report,,,Notes
Regular Season,,Wed,10/9/2024,19:00 (21:00),New Mexico Utd,,Phx Rising,,Isotopes Park,Thomas Snyder,Match Report,,,
Regular Season,,Wed,10/9/2024,19:00 (22:00),Orange County,,CS Switchbacks,,Orange Country Great Park Championship S...,Muhammad Hassan,Match Report,,,
Regular Season,,Wed,10/9/2024,19:00 (22:00),Sac Republic,,Monterey Bay,,Heart Health Park,Trevor Wiseman,Match Report,,,
Regular Season,,Wed,10/9/2024,20:00 (21:00),El Paso,,San Antonio,,Southwest University Park,Servando Berna Rico,Match Report,,,
Regular Season,33,Sat,10/12/2024,16:00,Detroit City,,Indy Eleven,,Keyworth Stadium,Gerald Flores,Match Report,,,
Regular Season,33,Sat,10/12/2024,19:00,Pittsburgh,,Charleston,,Highmark Stadium,Joe Surgan,Match Report,,,
Regular Season,33,Sat,10/12/2024,19:30,Hartford,,North Carolina,,Trinity Health Stadium,Adam Kilpatrick,Match Report,,,
Regular Season,33,Sat,10/12/2024,19:30,Louisville City,,TB Rowdies,,Lynn Family Stadium,Elijio Arreguin,Match Report,,,
Regular Season,33,Sun,10/13/2024,16:00,Rhode Island FC,,Loudoun Utd,,Beirne Stadium,Jeremy Scheer,Match Report,,,
Regular Season,33,Sun,10/13/2024,17:00 (18:00),B'ham Legion,,LV Lights FC,,Protective Stadium,Ricardo Fierro,Match Report,,,
Regular Season,33,Sat,10/12/2024,18:00 (20:00),CS Switchbacks,,San Antonio,,Weidner Field,Calin Radosav,Match Report,,,
Regular Season,33,Sat,10/12/2024,19:00 (20:00),Memphis,,Sac Republic,,AutoZone Park,Lorenzo Hernandez,Match Report,,,
Regular Season,33,Sat,10/12/2024,19:00 (22:00),Roots,,Phx Rising,,Pioneer Stadium,Mathew Corrigan,Match Report,,,
Regular Season,33,Sat,10/12/2024,19:30 (20:30),FC Tulsa,,New Mexico Utd,,ONEOK Field,Joshua Encarnacion,Match Report,,,
,,,,,,,,,,,,,,
Regular Season,,Wed,10/16/2024,20:00 (21:00),El Paso,,Orange County,,Southwest University Park,Brandon Stevis,Match Report,,,
Regular Season,34,Sat,10/19/2024,16:00,Detroit City,,Miami FC,,Keyworth Stadium,Servando Berna Rico,Match Report,,,
Regular Season,34,Sat,10/19/2024,17:00 (18:00),FC Tulsa,,Hartford,,ONEOK Field,Elton Garcia,Match Report,,,
