Player_ID,Player_Name,First_Name,Last_Name,Nationality,Position,Is_Offense,Is_Defense,Born
169,Arthur Rogers,Arthur,Rogers,ENG,"DF,MF",TRUE,TRUE,1996
170,Daniel Rovira,Daniel,Rovira,COL,"DF,MF",TRUE,TRUE,1996
171,Emmanuel Samadiya,Emmanuel,Samadiya,SLE,"DF,MF",TRUE,TRUE,2001
172,Shawn Smart,Shawn,Smart,,"DF,MF",TRUE,TRUE,
173,Harvey St Clair,Harvey,St Clair,SCO,"DF,MF",TRUE,TRUE,1998
174,Aedan Stanley,Aedan,Stanley,USA,"DF,MF",TRUE,TRUE,1999
175,John Stenberg,John,Stenberg,SWE,"DF,MF",TRUE,TRUE,1992
176,Bryan Tamacas,Bryan,Tamacas,SLV,"DF,MF",TRUE,TRUE,1995
177,Mohamed Traore,Mohamed,Traore,SEN,"DF,MF",TRUE,TRUE,2002
178,Cole Turner,Cole,Turner,USA,"DF,MF",TRUE,TRUE,2001
179,Alex Villanueva,Alex,Villanueva,USA,"DF,MF",TRUE,TRUE,2002
180,Juan Agudelo,Juan,Agudelo,USA,FW,TRUE,FALSE,1992
181,Riki Alba,Riki,Alba,DOM,FW,TRUE,FALSE,1995
182,Thomas Amang,Thomas,Amang,CMR,FW,TRUE,FALSE,1998
183,Trevor Amann,Trevor,Amann,USA,FW,TRUE,FALSE,1998
184,Elvis Amoh,Elvis,Amoh,GHA,FW,TRUE,FALSE,1992
185,Oalex Anderson,Oalex,Anderson,VIN,FW,TRUE,FALSE,1995
186,Luther Archimède,Luther,Archimède,GLP,FW,TRUE,FALSE,1999
187,Manuel Arteaga,Manuel,Arteaga,VEN,FW,TRUE,FALSE,1994
188,Khalid Balogun,Khalid,Balogun,USA,FW,TRUE,FALSE,1998
189,Damien Barker,Damien,Barker,GRN,FW,TRUE,FALSE,2004
190,Khori Bennett,Khori,Bennett,JAM,FW,TRUE,FALSE,1997
191,Victor Bezerra,Victor,Bezerra,USA,FW,TRUE,FALSE,2000
192,Aaron Bibout,Aaron,Bibout,CMR,FW,TRUE,FALSE,2004
193,Ousseni Bouda,Ousseni,Bouda,BFA,FW,TRUE,FALSE,2000
194,Neco Brett,Neco,Brett,JAM,FW,TRUE,FALSE,1992
195,Daniel Bruce,Daniel,Bruce,ENG,FW,TRUE,FALSE,1996
196,Mohamed Buya Turay,Mohamed,Buya Turay,SLE,FW,TRUE,FALSE,1995
197,Michnaider Chéry,Michnaider,Chéry,HAI,FW,TRUE,FALSE,1997
198,Elliot Collier,Elliot,Collier,NZL,FW,TRUE,FALSE,1995
199,Jackson Conway,Jackson,Conway,USA,FW,TRUE,FALSE,2001
200,Vaughn Covil,Vaughn,Covil,ENG,FW,TRUE,FALSE,2003
201,Ronaldo Damus,Ronaldo,Damus,HAI,FW,TRUE,FALSE,1999
202,Abu Danladi,Abu,Danladi,GHA,FW,TRUE,FALSE,1995
203,Evan Davila,Evan,Davila,,FW,TRUE,FALSE,
204,Justin Dhillon,Justin,Dhillon,USA,FW,TRUE,FALSE,1995
205,Babacar Diene,Babacar,Diene,,FW,TRUE,FALSE,
206,Mamadou Dieng,Mamadou,Dieng,SEN,FW,TRUE,FALSE,2004
207,Albert Dikwa,Albert,Dikwa,CMR,FW,TRUE,FALSE,1998
208,Dom Dwyer,Dom,Dwyer,USA,FW,TRUE,FALSE,1990
209,Amaury Escoto,Amaury,Escoto,MEX,FW,TRUE,FALSE,1992
210,Isaac Espinal,Isaac,Espinal,USA,FW,TRUE,FALSE,2005
211,Ryan Flood,Ryan,Flood,USA,FW,TRUE,FALSE,1998
212,Tyler Freeman,Tyler,Freeman,USA,FW,TRUE,FALSE,2003
213,Sam Gleadle,Sam,Gleadle,ENG,FW,TRUE,FALSE,1996
214,Jorge González,Jorge,González,ESP,FW,TRUE,FALSE,1998
215,Phillip Goodrum,Phillip,Goodrum,USA,FW,TRUE,FALSE,1997
216,Wilson Harris,Wilson,Harris,USA,FW,TRUE,FALSE,1999
217,Karsen Henderlong,Karsen,Henderlong,USA,FW,TRUE,FALSE,2000
218,Sébatien Joseph,Sébatien,Joseph,HAI,FW,TRUE,FALSE,2007
219,Da'vian Kimbrough,Da'vian,Kimbrough,MEX,FW,TRUE,FALSE,2010
220,Marcus Lee,Marcus,Lee,USA,FW,TRUE,FALSE,2006
221,Dylan Mares,Dylan,Mares,USA,FW,TRUE,FALSE,1992
222,Darwin Matheus,Darwin,Matheus,VEN,FW,TRUE,FALSE,2001
223,Yazeed Matthews,Yazeed,Matthews,RSA,FW,TRUE,FALSE,1996
224,Hugo-Hilaire Mbongue Mbongue,Hugo-Hilaire,Mbongue Mbongue,CAN,FW,TRUE,FALSE,2004
225,Garrett McLaughlin,Garrett,McLaughlin,USA,FW,TRUE,FALSE,1997
226,Malik McLemore,Malik,McLemore,GER,FW,TRUE,FALSE,1997
227,Nathan Messer,Nathan,Messer,ENG,FW,TRUE,FALSE,2001
228,José Mulato,José,Mulato,COL,FW,TRUE,FALSE,2003
229,Endri Mustali,Endri,Mustali,USA,FW,TRUE,FALSE,2007
230,MD Myers,MD,Myers,USA,FW,TRUE,FALSE,2001
231,Anthony Orendain,Anthony,Orendain,USA,FW,TRUE,FALSE,1998
232,Cristian Ortiz,Cristian,Ortiz,DOM,FW,TRUE,FALSE,2007
233,Adrien Perez,Adrien,Perez,USA,FW,TRUE,FALSE,1995
234,Kieran Phillips,Kieran,Phillips,ENG,FW,TRUE,FALSE,2000
235,Stefano Pinho,Stefano,Pinho,BRA,FW,TRUE,FALSE,1991
236,Julian Placias,Julian,Placias,USA,FW,TRUE,FALSE,2006
237,Nicolas Ruiz,Nicolas,Ruiz,USA,FW,TRUE,FALSE,2006
238,Zach Ryan,Zach,Ryan,USA,FW,TRUE,FALSE,1999
239,Juan Sebastián Herrera,Juan,Sebastián Herrera,COL,FW,TRUE,FALSE,1994
240,Ray Serrano,Ray,Serrano,USA,FW,TRUE,FALSE,2002
241,Tola Showunmi,Tola,Showunmi,ENG,FW,TRUE,FALSE,2000
242,Luis Solignac,Luis,Solignac,ARG,FW,TRUE,FALSE,1991
243,Ezekiel Soto,Ezekiel,Soto,USA,FW,TRUE,FALSE,2007
244,Kazaiah Sterling,Kazaiah,Sterling,ENG,FW,TRUE,FALSE,1998
245,Tristan Trager,Tristan,Trager,USA,FW,TRUE,FALSE,1999
246,Derek Villa,Derek,Villa,USA,FW,TRUE,FALSE,2005
247,Christian Volesky,Christian,Volesky,ARG,FW,TRUE,FALSE,1992
248,Pape Wane,Pape,Wane,SEN,FW,TRUE,FALSE,2005
249,Blake Willey,Blake,Willey,USA,FW,TRUE,FALSE,2007
250,Augustine Williams,Augustine,Williams,SLE,FW,TRUE,FALSE,1997
251,JJ Williams,JJ,Williams,USA,FW,TRUE,FALSE,1998
252,Romario Williams,Romario,Williams,JAM,FW,TRUE,FALSE,1994
253,Ethan Zubak,Ethan,Zubak,USA,FW,TRUE,FALSE,1998
254,Tomas Ángel,Tomas,Ángel,COL,"FW,MF",TRUE,FALSE,2003
255,Edison Azcona,Edison,Azcona,DOM,"FW,MF",TRUE,FALSE,2003
256,Jon Bakero,Jon,Bakero,ESP,"FW,MF",TRUE,FALSE,1996
257,Rémi Cabral,Rémi,Cabral,FRA,"FW,MF",TRUE,FALSE,1999
258,Andy Cabrera,Andy,Cabrera,,"FW,MF",TRUE,FALSE,
259,Juan Carlos Azocar,Juan,Carlos Azocar,VEN,"FW,MF",TRUE,FALSE,1995
260,Jeciel Cedeno,Jeciel,Cedeno,ECU,"FW,MF",TRUE,FALSE,2000
261,Russell Cicerone,Russell,Cicerone,USA,"FW,MF",TRUE,FALSE,1994
262,Evan Conway,Evan,Conway,USA,"FW,MF",TRUE,FALSE,1997
263,Mark Doyle,Mark,Doyle,IRL,"FW,MF",TRUE,FALSE,1998
264,Noah Fuson,Noah,Fuson,USA,"FW,MF",TRUE,FALSE,1999
265,Michael Gonzalez,Michael,Gonzalez,USA,"FW,MF",TRUE,FALSE,2001
266,Greg Hurst,Greg,Hurst,SCO,"FW,MF",TRUE,FALSE,1997
267,Emmanuel Johnson,Emmanuel,Johnson,USA,"FW,MF",TRUE,FALSE,2003
268,Prosper Kasim,Prosper,Kasim,GHA,"FW,MF",TRUE,FALSE,1996
269,Edward Kizza,Edward,Kizza,UGA,"FW,MF",TRUE,FALSE,1998
270,Jake LaCava,Jake,LaCava,USA,"FW,MF",TRUE,FALSE,2001
271,Kameron Lacey,Kameron,Lacey,JAM,"FW,MF",TRUE,FALSE,2001
272,Michael Lawrence,Michael,Lawrence,USA,"FW,MF",TRUE,FALSE,1999
273,Wesley Leggett,Wesley,Leggett,USA,"FW,MF",TRUE,FALSE,2001
274,Frank López,Frank,López,CUB,"FW,MF",TRUE,FALSE,1995
275,Machop Malual,Machop,Malual,SSD,"FW,MF",TRUE,FALSE,1998
276,Marlon,#VALUE!,#VALUE!,BRA,"FW,MF",TRUE,FALSE,1995
277,Douglas Martinez,Douglas,Martinez,HON,"FW,MF",TRUE,FALSE,1997
278,Amando Moreno,Amando,Moreno,SLV,"FW,MF",TRUE,FALSE,1995
279,Ben Morris,Ben,Morris,ENG,"FW,MF",TRUE,FALSE,1999
280,Robinson Moshobane,Robinson,Moshobane,RSA,"FW,MF",TRUE,FALSE,1994
281,Cristian Parano,Cristian,Parano,ARG,"FW,MF",TRUE,FALSE,1999
282,Tyler Pasher,Tyler,Pasher,CAN,"FW,MF",TRUE,FALSE,1994
283,Luis Pedro,Luis,Pedro,BRA,"FW,MF",TRUE,FALSE,2002
284,Johnny Rodriguez,Johnny,Rodriguez,USA,"FW,MF",TRUE,FALSE,1998
285,Stefan Stojanovic,Stefan,Stojanovic,USA,"FW,MF",TRUE,FALSE,2001
286,Preston Tabortetaka,Preston,Tabortetaka,CMR,"FW,MF",TRUE,FALSE,1998
287,Nicholas Ammeter,Nicholas,Ammeter,SUI,GK,FALSE,TRUE,2000
288,Raiko Arozarena,Raiko,Arozarena,CUB,GK,FALSE,TRUE,1997
289,Paul Blanchette,Paul,Blanchette,USA,GK,FALSE,TRUE,1994
290,Philip Breno,Philip,Breno,USA,GK,FALSE,TRUE,1995
291,Antonio Carrera,Antonio,Carrera,USA,GK,FALSE,TRUE,2004
292,Michael Creek,Michael,Creek,USA,GK,FALSE,TRUE,1998
293,Fernando Delgado,Fernando,Delgado,MEX,GK,FALSE,TRUE,2006
294,Tyler Deric,Tyler,Deric,USA,GK,FALSE,TRUE,1988
295,Eric Dick,Eric,Dick,USA,GK,FALSE,TRUE,1994
296,Jordan Farr,Jordan,Farr,USA,GK,FALSE,TRUE,1994
297,Daniel Faundez,Daniel,Faundez,USA,GK,FALSE,TRUE,1993
298,Hugo Fauroux,Hugo,Fauroux,FRA,GK,FALSE,TRUE,1996
299,Duran Ferree,Duran,Ferree,USA,GK,FALSE,TRUE,2006
300,Daniel Gagliardi,Daniel,Gagliardi,USA,GK,FALSE,TRUE,1997
301,Javier Garcia,Javier,Garcia,USA,GK,FALSE,TRUE,1998
302,Christian Garner,Christian,Garner,,GK,FALSE,TRUE,
303,Tomas Gomez,Tomas,Gomez,USA,GK,FALSE,TRUE,1993
304,Brandon Gongora,Brandon,Gongora,USA,GK,FALSE,TRUE,2006
305,Adam Grinwis,Adam,Grinwis,USA,GK,FALSE,TRUE,1992
306,Triston Henry,Triston,Henry,CAN,GK,FALSE,TRUE,1993
307,Carlos Herrera,Carlos,Herrera,MEX,GK,FALSE,TRUE,1997
308,Christian Herrera,Christian,Herrera,MEX,GK,FALSE,TRUE,1997
309,Jayden Hibbert,Jayden,Hibbert,JAM,GK,FALSE,TRUE,2004
310,Owen Jack,Owen,Jack,USA,GK,FALSE,TRUE,2000
311,Daniel Kuzemka,Daniel,Kuzemka,USA,GK,FALSE,TRUE,1998
312,Damian Las,Damian,Las,USA,GK,FALSE,TRUE,2002
313,Jackson Lee,Jackson,Lee,AUS,GK,FALSE,TRUE,2001
314,George Marks,George,Marks,USA,GK,FALSE,TRUE,1999
315,Jared Mazzola,Jared,Mazzola,USA,GK,FALSE,TRUE,1999
316,Jake McGuire,Jake,McGuire,USA,GK,FALSE,TRUE,1994
317,Kendall McIntosh,Kendall,McIntosh,USA,GK,FALSE,TRUE,1994
318,Greg Monroe,Greg,Monroe,USA,GK,FALSE,TRUE,2000
319,Enzo Mori,Enzo,Mori,,GK,FALSE,TRUE,
320,Khadim Ndiaye,Khadim,Ndiaye,SEN,GK,FALSE,TRUE,2000
321,Gerold Ngnepi,Gerold,Ngnepi,CMR,GK,FALSE,TRUE,1998
322,Yannik Oettl,Yannik,Oettl,GER,GK,FALSE,TRUE,1996
323,Ramón Pasquel,Ramón,Pasquel,MEX,GK,FALSE,TRUE,1996
324,Johan Peñaranda,Johan,Peñaranda,USA,GK,FALSE,TRUE,2000
325,Gabriel Perrota,Gabriel,Perrota,PAR,GK,FALSE,TRUE,1998
326,Patrick Rakovsky,Patrick,Rakovsky,GER,GK,FALSE,TRUE,1993
327,Jacob Randolph,Jacob,Randolph,,GK,FALSE,TRUE,
328,Renan Ribeiro,Renan,Ribeiro,BRA,GK,FALSE,TRUE,1990
329,Rocco Ríos Novo,Rocco,Ríos Novo,ARG,GK,FALSE,TRUE,2002
330,Felipe Rodriguez,Felipe,Rodriguez,URU,GK,FALSE,TRUE,2004
331,Joey Roggeveen,Joey,Roggeveen,SUR,GK,FALSE,TRUE,1998
332,Carlos Saldaña,Carlos,Saldaña,MEX,GK,FALSE,TRUE,1996
333,Richard Sánchez,Richard,Sánchez,MEX,GK,FALSE,TRUE,1994
334,Aren Seeger,Aren,Seeger,USA,GK,FALSE,TRUE,2000
335,Kristopher Shakes,Kristopher,Shakes,USA,GK,FALSE,TRUE,2001
336,Colin Shutler,Colin,Shutler,USA,GK,FALSE,TRUE,1998
337,Pablo Sisniega,Pablo,Sisniega,MEX,GK,FALSE,TRUE,1995
338,Trevor Spangenberg,Trevor,Spangenberg,USA,GK,FALSE,TRUE,1991
